"cont_id","cnt_relation","cnt_hospital"
"1559_1",1,FALSE
"1559_2",1,FALSE
"1560_1",1,FALSE
"1561_1",1,FALSE
"1561_2",1,FALSE
"1562_1",1,FALSE
"1563_1",1,FALSE
"1563_2",1,FALSE
"1563_3",1,FALSE
"1564_1",1,FALSE
"1564_2",1,FALSE
"1564_3",1,FALSE
"1565_1",1,FALSE
"1565_2",1,FALSE
"1565_3",1,FALSE
"1565_4",1,FALSE
"1565_5",1,FALSE
"1566_1",1,FALSE
"1566_2",1,FALSE
"1567_1",1,FALSE
"1567_2",1,FALSE
"1567_3",1,FALSE
"1568_1",1,FALSE
"1568_2",1,FALSE
"1569_1",1,FALSE
"1569_2",1,FALSE
"1570_1",1,FALSE
"1570_2",1,FALSE
"1571_1",1,FALSE
"1571_2",1,FALSE
"1572_1",1,FALSE
"1572_2",1,FALSE
"1573_1",1,FALSE
"1573_2",1,FALSE
"1574_1",1,FALSE
"1574_2",1,FALSE
"1575_1",1,FALSE
"1575_2",1,FALSE
"1576_1",1,FALSE
"1576_2",1,FALSE
"1576_3",1,FALSE
"1577_1",1,FALSE
"1577_2",1,FALSE
"1577_3",1,FALSE
"1578_1",1,FALSE
"1578_2",1,FALSE
"1579_1",1,FALSE
"1579_2",1,FALSE
"1580_1",1,FALSE
"1580_2",1,FALSE
"1581_1",1,FALSE
"1581_2",1,FALSE
"1582_1",1,FALSE
"1582_2",1,FALSE
"1583_1",1,FALSE
"1583_2",1,FALSE
"1584_1",1,FALSE
"1584_2",1,FALSE
"1585_1",1,FALSE
"1586_1",1,FALSE
"1586_2",1,FALSE
"1586_3",1,FALSE
"1587_1",1,FALSE
"1587_2",1,FALSE
"1588_1",1,FALSE
"1588_2",1,FALSE
"1589_1",1,FALSE
"1589_2",1,FALSE
"1590_1",1,FALSE
"1590_2",1,FALSE
"1591_1",1,FALSE
"1591_2",1,FALSE
"1592_1",1,FALSE
"1592_2",1,FALSE
"1592_3",1,FALSE
"1592_4",1,FALSE
"1593_1",1,FALSE
"1593_2",1,FALSE
"1594_1",1,FALSE
"1595_1",1,FALSE
"1595_2",1,FALSE
"1596_1",1,FALSE
"1596_2",1,FALSE
"1597_1",1,FALSE
"1597_2",1,FALSE
"1598_1",1,FALSE
"1598_2",1,FALSE
"1599_1",1,FALSE
"1599_2",1,FALSE
"1600_1",1,FALSE
"1600_2",1,FALSE
"1600_3",1,FALSE
"1601_1",1,FALSE
"1601_2",1,FALSE
"1602_1",1,FALSE
"1602_2",1,FALSE
"1602_3",1,FALSE
"1603_1",1,FALSE
"1603_2",1,FALSE
"1604_1",1,FALSE
"1604_2",1,FALSE
"1605_1",1,FALSE
"1605_2",1,FALSE
"1606_1",1,FALSE
"1606_2",1,FALSE
"1607_1",1,FALSE
"1607_2",1,FALSE
"1608_1",1,FALSE
"1608_2",1,FALSE
"1609_1",1,FALSE
"1609_2",1,FALSE
"1610_1",1,FALSE
"1610_2",1,FALSE
"1611_1",1,FALSE
"1611_2",1,FALSE
"1612_1",1,FALSE
"1612_2",1,FALSE
"1613_1",1,FALSE
"1613_2",1,FALSE
"1614_1",1,FALSE
"1614_2",1,FALSE
"1615_1",1,FALSE
"1615_2",1,FALSE
"1616_1",1,FALSE
"1616_2",1,FALSE
"1617_1",1,FALSE
"1617_2",1,FALSE
"1618_1",1,FALSE
"1618_2",1,FALSE
"1619_1",1,FALSE
"1619_2",1,FALSE
"1619_3",1,FALSE
"1620_1",1,FALSE
"1620_2",1,FALSE
"1621_1",1,FALSE
"1621_2",1,FALSE
"1622_1",1,FALSE
"1622_2",1,FALSE
"1623_1",1,FALSE
"1623_2",1,FALSE
"1624_1",1,FALSE
"1624_2",1,FALSE
"1625_1",1,FALSE
"1625_2",1,FALSE
"1626_1",1,FALSE
"1626_2",1,FALSE
"1627_1",1,FALSE
"1627_2",1,FALSE
"1628_1",1,FALSE
"1628_2",1,FALSE
"1629_1",1,FALSE
"1629_2",1,FALSE
"1630_1",1,FALSE
"1630_2",1,FALSE
"1631_1",1,FALSE
"1631_2",1,FALSE
"1632_1",1,FALSE
"1632_2",1,FALSE
"1633_1",1,FALSE
"1633_2",1,FALSE
"1633_3",1,FALSE
"1634_1",1,FALSE
"1634_2",1,FALSE
"1635_1",1,FALSE
"1635_2",1,FALSE
"1635_3",1,FALSE
"1636_1",1,FALSE
"1636_2",1,FALSE
"1637_1",1,FALSE
"1637_2",1,FALSE
"1637_3",1,FALSE
"2001_1",1,FALSE
"2001_2",1,FALSE
"2002_1",1,FALSE
"2002_2",1,FALSE
"2002_3",1,FALSE
"2002_4",1,FALSE
"2003_1",1,FALSE
"2003_2",1,FALSE
"2003_3",1,FALSE
"2004_1",1,FALSE
"2005_1",NA,NA
"2006_1",1,FALSE
"2007_1",1,FALSE
"2007_2",1,FALSE
"2007_3",1,FALSE
"2008_1",1,FALSE
"2008_2",1,FALSE
"2009_1",1,FALSE
"2009_2",1,FALSE
"2009_3",2,FALSE
"2010_1",1,FALSE
"2010_2",1,FALSE
"2010_3",1,FALSE
"2012_1",1,FALSE
"2012_2",1,FALSE
"2012_3",1,FALSE
"2012_4",1,FALSE
"2013_1",1,FALSE
"2013_2",1,FALSE
"2013_3",1,FALSE
"2013_4",1,FALSE
"2013_5",1,FALSE
"2014_1",3,FALSE
"2014_2",1,FALSE
"2014_3",1,FALSE
"2014_4",1,FALSE
"2014_5",1,FALSE
"2015_1",NA,NA
"2015_2",NA,NA
"2015_3",NA,NA
"2016_1",1,FALSE
"2017_1",1,FALSE
"2017_2",1,FALSE
"2017_3",1,FALSE
"2019_1",1,FALSE
"2020_1",1,FALSE
"2021_1",1,FALSE
"2022_1",1,FALSE
"2022_2",1,FALSE
"2023_1",1,FALSE
"2023_2",1,FALSE
"2024_1",1,FALSE
"2024_2",1,FALSE
"2024_3",1,FALSE
"2025_1",3,FALSE
"2026_1",1,FALSE
"2026_2",1,FALSE
"2026_3",1,FALSE
"2026_4",1,FALSE
"2028_1",1,FALSE
"2028_2",1,FALSE
"2029_1",1,FALSE
"2029_2",1,FALSE
"2029_3",2,FALSE
"2029_4",2,FALSE
"2029_5",2,FALSE
"2029_6",3,FALSE
"2030_1",1,FALSE
"2031_1",3,FALSE
"2032_1",1,FALSE
"2032_2",1,FALSE
"2032_3",1,NA
"2033_1",1,FALSE
"2034_1",3,NA
"2034_2",3,NA
"2034_3",3,NA
"2034_4",3,NA
"2035_1",1,FALSE
"2036_1",1,FALSE
"2037_1",1,NA
"2037_2",1,NA
"2037_3",2,NA
"2037_4",3,NA
"2037_5",3,NA
"2038_1",3,FALSE
"2038_2",1,FALSE
"2039_1",3,FALSE
"2040_1",1,FALSE
"2040_2",1,FALSE
"2041_1",1,FALSE
"2041_2",1,FALSE
"2042_1",1,FALSE
"2042_2",1,FALSE
"2042_3",1,FALSE
"2042_4",1,FALSE
"2043_1",1,FALSE
"2043_2",1,FALSE
"2043_3",1,FALSE
"2043_4",1,FALSE
"2043_5",1,FALSE
"2044_1",1,FALSE
"2045_1",1,FALSE
"2045_2",1,FALSE
"2045_3",1,FALSE
"2046_1",1,FALSE
"2046_2",1,FALSE
"2046_3",1,FALSE
"2046_4",1,FALSE
"2047_1",1,FALSE
"2047_2",1,FALSE
"2047_3",1,FALSE
"2048_1",1,FALSE
"2048_2",1,FALSE
"2048_3",1,FALSE
"2048_4",1,FALSE
"2049_1",1,FALSE
"2049_2",1,FALSE
"2050_1",3,FALSE
"2050_2",3,FALSE
"2050_3",3,FALSE
"2050_4",3,FALSE
"2050_5",1,FALSE
"2050_6",1,FALSE
"2051_1",1,FALSE
"2051_2",1,FALSE
"2052_1",1,FALSE
"2052_2",1,FALSE
"2052_3",1,FALSE
"2052_4",1,FALSE
"2052_5",1,FALSE
"2054_1",1,FALSE
"2054_2",1,FALSE
"2055_1",1,NA
"2055_2",1,NA
"2055_3",1,NA
"2055_4",1,NA
"2056_1",2,FALSE
"2056_2",2,FALSE
"2056_3",2,FALSE
"2056_4",2,FALSE
"2056_5",2,FALSE
"2056_6",1,FALSE
"2056_7",1,FALSE
"2056_8",1,FALSE
"2057_1",1,FALSE
"2057_2",1,FALSE
"2057_3",1,FALSE
"2059_1",1,FALSE
"2060_1",1,FALSE
"2061_1",1,FALSE
"2061_2",1,FALSE
"2063_1",1,FALSE
"2063_2",1,FALSE
"2063_3",1,FALSE
"2063_4",1,FALSE
"2064_1",1,FALSE
"2064_2",3,FALSE
"2064_3",3,FALSE
"2064_4",3,FALSE
"2065_1",1,FALSE
"2066_1",1,FALSE
"2067_1",1,FALSE
"2067_2",1,FALSE
"2068_1",1,FALSE
"2068_2",1,FALSE
"2068_3",1,FALSE
"2069_1",1,FALSE
"2069_2",1,FALSE
"2070_1",1,FALSE
"2070_2",1,FALSE
"2071_1",1,FALSE
"2072_1",1,FALSE
"2072_2",1,FALSE
"2073_1",1,FALSE
"2073_2",1,FALSE
"2073_3",1,FALSE
"2073_4",1,FALSE
"2075_1",1,FALSE
"2076_1",1,FALSE
"2076_2",1,FALSE
"2076_3",1,FALSE
"2077_1",3,FALSE
"2077_2",3,FALSE
"2078_1",1,FALSE
"2078_2",1,FALSE
"2079_1",1,FALSE
"2080_1",1,FALSE
"2081_1",1,FALSE
"2081_2",1,FALSE
"2081_3",1,FALSE
"2082_1",1,FALSE
"2082_2",1,FALSE
"2084_1",1,FALSE
"2085_1",1,FALSE
"2086_1",1,FALSE
"2087_1",1,FALSE
"2087_2",1,FALSE
"2088_1",1,NA
"2088_2",1,NA
"2088_3",1,NA
"2088_4",1,FALSE
"2089_1",1,FALSE
"2090_1",1,FALSE
"2091_1",1,FALSE
"2091_2",1,FALSE
"2092_1",3,FALSE
"2092_2",1,FALSE
"2092_3",1,FALSE
"2092_4",1,FALSE
"2092_5",1,FALSE
"2093_1",1,FALSE
"2094_1",1,FALSE
"2094_2",1,FALSE
"2095_1",1,FALSE
"2097_1",1,FALSE
"2097_2",1,FALSE
"2098_1",1,FALSE
"2098_2",1,FALSE
"2101_1",1,FALSE
"2101_2",1,FALSE
"2102_1",1,FALSE
"2102_2",1,FALSE
"2103_1",3,FALSE
"2103_2",3,FALSE
"2103_3",3,TRUE
"2103_4",3,TRUE
"2103_5",3,FALSE
"2103_6",3,FALSE
"2103_7",3,FALSE
"2103_8",3,FALSE
"2104_1",1,FALSE
"2105_1",1,FALSE
"2105_2",1,FALSE
"2105_3",1,FALSE
"2105_4",1,FALSE
"2105_5",1,FALSE
"2105_6",1,FALSE
"2108_1",1,FALSE
"2108_2",1,FALSE
"2109_1",1,FALSE
"2114_1",2,FALSE
"2114_2",2,FALSE
"2114_3",2,FALSE
"2115_1",3,FALSE
"2116_1",1,FALSE
"2116_2",1,FALSE
"2117_1",1,FALSE
"2117_2",1,FALSE
"2118_1",1,FALSE
"2118_2",1,FALSE
"2119_1",1,FALSE
"2119_2",1,FALSE
"2119_3",1,FALSE
"2122_1",1,FALSE
"2122_2",1,FALSE
"2123_1",1,FALSE
"2123_2",1,FALSE
"2124_1",1,FALSE
"2124_2",1,FALSE
"2124_3",1,FALSE
"2126_1",1,FALSE
"2126_2",1,FALSE
"2127_1",1,FALSE
"2128_1",1,FALSE
"2128_2",1,FALSE
"2129_1",1,FALSE
"2132_1",1,FALSE
"2132_2",1,FALSE
"2135_1",1,FALSE
"2135_2",1,FALSE
"2135_3",1,FALSE
"2136_1",1,FALSE
"2137_1",2,FALSE
"2137_2",2,FALSE
"2137_3",2,FALSE
"2137_4",2,FALSE
"2137_5",2,FALSE
"2137_6",2,FALSE
"2137_7",2,FALSE
"2137_8",2,FALSE
"2137_9",1,FALSE
"2137_10",1,FALSE
"2138_1",1,FALSE
"2138_2",1,FALSE
"2139_1",1,FALSE
"2139_2",1,FALSE
"2139_3",1,FALSE
"2141_1",1,FALSE
"2141_2",2,FALSE
"2141_3",2,FALSE
"2142_1",1,FALSE
"2142_2",1,FALSE
"2143_1",1,FALSE
"2144_1",1,FALSE
"2144_2",1,FALSE
"2145_1",1,FALSE
"2146_1",1,FALSE
"2146_2",1,FALSE
"2147_1",1,FALSE
"2147_2",1,FALSE
"2148_1",1,FALSE
"2149_1",1,FALSE
"2149_2",1,FALSE
"2149_3",1,FALSE
"2149_4",1,FALSE
"2150_1",1,FALSE
"2150_2",1,FALSE
"2150_3",3,FALSE
"2150_4",3,FALSE
"2150_5",3,FALSE
"2150_6",3,FALSE
"2150_7",3,FALSE
"2150_8",3,FALSE
"2150_9",3,FALSE
"2151_1",1,FALSE
"2152_1",1,FALSE
"2152_2",1,FALSE
"2152_3",1,FALSE
"2152_4",1,FALSE
"2153_1",1,NA
"2153_2",1,NA
"2153_3",1,NA
"2154_1",1,FALSE
"2154_2",1,FALSE
"2155_1",1,FALSE
"2155_2",3,FALSE
"2155_3",3,FALSE
"2156_1",1,FALSE
"2156_2",1,FALSE
"2157_1",1,FALSE
"2158_1",3,FALSE
"2158_2",3,FALSE
"2159_1",1,FALSE
"2160_1",1,FALSE
"2160_2",1,FALSE
"2161_1",1,FALSE
"2161_2",1,FALSE
"2162_1",1,FALSE
"2163_1",3,FALSE
"2163_2",1,FALSE
"2163_3",1,FALSE
"2164_1",1,FALSE
"2165_1",1,FALSE
"2165_2",1,FALSE
"2165_3",1,FALSE
"2166_1",1,FALSE
"2166_2",1,FALSE
"2167_1",1,FALSE
"2167_2",1,FALSE
"2168_1",1,FALSE
"2168_2",1,FALSE
"2169_1",1,FALSE
"2169_2",1,FALSE
"2171_1",1,FALSE
"2171_2",1,FALSE
"2172_1",1,FALSE
"2174_1",1,FALSE
"2174_2",1,FALSE
"2174_3",1,FALSE
"2174_4",3,FALSE
"2174_5",3,FALSE
"2174_6",3,FALSE
"2175_1",1,FALSE
"2175_2",1,FALSE
"2175_3",1,FALSE
"2176_1",3,FALSE
"2176_2",3,FALSE
"2176_3",3,FALSE
"2176_4",3,FALSE
"2176_5",3,FALSE
"2176_6",3,FALSE
"2176_7",1,FALSE
"2176_8",1,FALSE
"2176_9",1,FALSE
"2176_10",1,FALSE
"2177_1",1,FALSE
"2177_2",1,FALSE
"2178_1",1,FALSE
"2179_1",2,FALSE
"2180_1",1,FALSE
"2180_2",1,FALSE
"2180_3",1,FALSE
"2180_4",1,FALSE
"2181_1",1,FALSE
"2182_1",1,FALSE
"2182_2",3,TRUE
"2182_3",3,TRUE
"2182_4",3,TRUE
"2182_5",3,TRUE
"2182_6",3,TRUE
"2182_7",3,TRUE
"2182_8",2,TRUE
"2182_9",3,TRUE
"2182_10",3,FALSE
"2182_11",3,FALSE
"2182_12",3,FALSE
"2182_13",3,FALSE
"2182_14",3,FALSE
"2182_15",3,FALSE
"2182_16",3,FALSE
"2182_17",3,FALSE
"2182_18",3,FALSE
"2182_19",3,FALSE
"2182_20",3,FALSE
"2182_21",3,FALSE
"2183_1",1,FALSE
"2183_2",1,FALSE
"2184_1",1,FALSE
"2184_2",1,FALSE
"2184_3",1,FALSE
"2184_4",1,FALSE
"2184_5",1,FALSE
"2184_6",1,FALSE
"2184_7",1,FALSE
"2189_1",1,FALSE
"2189_2",1,FALSE
"2189_3",2,FALSE
"2189_4",2,FALSE
"2189_5",2,FALSE
"2189_6",2,FALSE
"2189_7",2,FALSE
"2189_8",2,FALSE
"2189_9",2,FALSE
"2189_10",2,FALSE
"2189_11",2,FALSE
"2190_1",1,FALSE
"2191_1",1,FALSE
"2191_2",1,FALSE
"2192_1",1,FALSE
"2192_2",1,FALSE
"2192_3",1,FALSE
"2194_1",1,FALSE
"2194_2",1,FALSE
"2194_3",1,FALSE
"2197_1",1,FALSE
"2197_2",1,FALSE
"2197_3",1,FALSE
"2198_1",1,FALSE
"2199_1",1,FALSE
"2199_2",1,FALSE
"2201_1",3,FALSE
"2201_2",1,FALSE
"2201_3",1,FALSE
"2201_4",1,FALSE
"2202_1",1,FALSE
"2205_1",1,FALSE
"2205_2",1,FALSE
"2206_1",1,FALSE
"2206_2",1,FALSE
"2206_3",1,FALSE
"2207_1",1,FALSE
"2208_1",1,FALSE
"2209_1",3,FALSE
"2209_2",3,FALSE
"2210_1",1,FALSE
"2211_1",1,FALSE
"2212_1",1,FALSE
"2214_1",1,FALSE
"2214_2",1,FALSE
"2214_3",1,FALSE
"2214_4",1,FALSE
"2215_1",1,FALSE
"2215_2",1,FALSE
"2215_3",1,FALSE
"2215_4",1,FALSE
"2215_5",1,FALSE
"2216_1",1,FALSE
"2216_2",1,FALSE
"2216_3",1,FALSE
"2217_1",3,FALSE
"2217_2",1,FALSE
"2217_3",1,FALSE
"2217_4",1,FALSE
"2218_1",1,FALSE
"2218_2",1,FALSE
"2219_1",1,FALSE
"2219_2",1,FALSE
"2219_3",1,FALSE
"2220_1",1,FALSE
"2221_1",1,FALSE
"2221_2",1,FALSE
"2222_1",1,FALSE
"2222_2",1,FALSE
"2223_1",1,FALSE
"2223_2",1,FALSE
"2224_1",1,FALSE
"2224_2",1,FALSE
"2225_1",1,FALSE
"2225_2",1,FALSE
"2226_1",1,FALSE
"2227_1",3,FALSE
"2227_2",1,FALSE
"2228_1",1,FALSE
"2228_2",1,FALSE
"2229_1",1,FALSE
"2229_2",1,FALSE
"2230_1",1,FALSE
"2230_2",1,FALSE
"2231_1",1,FALSE
"2231_2",1,FALSE
"2231_3",1,FALSE
"2232_1",1,FALSE
"2232_2",1,FALSE
"2233_1",1,FALSE
"2233_2",1,FALSE
"2234_1",1,FALSE
"2234_2",1,FALSE
"2234_3",1,FALSE
"2234_4",1,FALSE
"2235_1",1,FALSE
"2235_2",1,FALSE
"2236_1",1,FALSE
"2236_2",1,FALSE
"2237_1",1,FALSE
"2237_2",1,FALSE
"2237_3",1,FALSE
"2238_1",1,FALSE
"2239_1",1,FALSE
"2239_2",1,FALSE
"2239_3",1,FALSE
"2241_1",1,FALSE
"2241_2",1,FALSE
"2241_3",1,FALSE
"2242_1",1,FALSE
"2242_2",1,FALSE
"2243_1",1,FALSE
"2244_1",1,FALSE
"2244_2",1,FALSE
"2245_1",1,FALSE
"2245_2",1,FALSE
"2245_3",2,FALSE
"2246_1",NA,NA
"2246_2",NA,NA
"2247_1",1,FALSE
"2247_2",1,FALSE
"2248_1",1,FALSE
"2248_2",1,FALSE
"2249_1",1,FALSE
"2249_2",1,FALSE
"2250_1",1,FALSE
"2250_2",1,FALSE
"2251_1",1,FALSE
"2251_2",1,FALSE
"2251_3",1,FALSE
"2251_4",1,FALSE
"2251_5",3,FALSE
"2251_6",3,FALSE
"2251_7",3,FALSE
"2251_8",3,FALSE
"2251_9",3,FALSE
"2251_10",3,FALSE
"2251_11",3,FALSE
"2251_12",3,FALSE
"2251_13",3,FALSE
"2251_14",3,FALSE
"2251_15",3,FALSE
"2251_16",3,FALSE
"2251_17",3,FALSE
"2251_18",3,FALSE
"2251_19",3,FALSE
"2251_20",1,FALSE
"2251_21",1,FALSE
"2251_22",1,FALSE
"2251_23",3,FALSE
"2251_24",3,FALSE
"2252_1",1,FALSE
"2252_2",1,FALSE
"2253_1",3,FALSE
"2254_1",2,FALSE
"2255_1",1,FALSE
"2255_2",1,FALSE
"2255_3",1,FALSE
"2256_1",1,FALSE
"2257_1",3,FALSE
"2258_1",1,FALSE
"2258_2",1,FALSE
"2258_3",1,FALSE
"2259_1",1,FALSE
"2259_2",1,FALSE
"2260_1",1,FALSE
"2260_2",1,FALSE
"2260_3",2,FALSE
"2260_4",2,FALSE
"2260_5",2,FALSE
"2261_1",3,FALSE
"2263_1",1,FALSE
"2263_2",1,FALSE
"2264_1",1,FALSE
"2267_1",1,FALSE
"2267_2",1,FALSE
"2268_1",1,FALSE
"2268_2",1,FALSE
"2268_3",1,FALSE
"2269_1",1,FALSE
"2269_2",2,FALSE
"2270_1",1,FALSE
"2271_1",1,FALSE
"2271_2",1,FALSE
"2271_3",1,FALSE
"2272_1",3,FALSE
"2273_1",1,FALSE
"2274_1",1,FALSE
"2274_2",1,FALSE
"2275_1",1,FALSE
"2275_2",1,FALSE
"2275_3",1,FALSE
"2275_4",1,FALSE
"2276_1",1,FALSE
"2276_2",1,FALSE
"2277_1",3,FALSE
"2277_2",3,FALSE
"2277_3",1,FALSE
"2278_1",1,FALSE
"2279_1",1,FALSE
"2281_1",1,FALSE
"2281_2",1,FALSE
"2282_1",1,FALSE
"2282_2",1,FALSE
"2282_3",1,FALSE
"2282_4",1,FALSE
"2283_1",1,FALSE
"2283_2",1,FALSE
"2284_1",1,FALSE
"2285_1",1,FALSE
"2285_2",1,FALSE
"2286_1",2,FALSE
"2286_2",2,FALSE
"2286_3",2,FALSE
"2287_1",1,FALSE
"2288_1",3,FALSE
"2288_2",3,FALSE
"2289_1",1,FALSE
"2289_2",1,FALSE
"2291_1",1,FALSE
"2291_2",1,FALSE
"2292_1",1,FALSE
"2293_1",1,FALSE
"2293_2",1,FALSE
"2293_3",1,FALSE
"2293_4",1,FALSE
"2294_1",1,FALSE
"2295_1",1,FALSE
"2295_2",1,FALSE
"2296_1",1,FALSE
"2296_2",1,FALSE
"2297_1",1,FALSE
"2297_2",3,FALSE
"2297_3",3,FALSE
"2298_1",1,FALSE
"2298_2",1,FALSE
"2298_3",1,FALSE
"2298_4",1,FALSE
"2299_1",1,FALSE
"2299_2",1,FALSE
"2299_3",1,FALSE
"2301_1",1,FALSE
"2301_2",1,FALSE
"2302_1",1,FALSE
"2302_2",1,FALSE
"2302_3",1,FALSE
"2302_4",1,FALSE
"2303_1",1,FALSE
"2303_2",1,FALSE
"2304_1",1,FALSE
"2304_2",1,FALSE
"2305_1",1,FALSE
"2306_1",1,FALSE
"2306_2",1,FALSE
"2306_3",1,FALSE
"2306_4",1,FALSE
"2307_1",1,FALSE
"2307_2",1,FALSE
"2308_1",3,FALSE
"2308_2",1,FALSE
"2308_3",1,FALSE
"2309_1",1,FALSE
"2310_1",1,FALSE
"2310_2",1,FALSE
"2311_1",1,FALSE
"2311_2",1,FALSE
"2311_3",1,FALSE
"2311_4",1,FALSE
"2312_1",1,FALSE
"2312_2",1,FALSE
"2314_1",1,FALSE
"2314_2",1,FALSE
"2314_3",2,FALSE
"2314_4",2,FALSE
"2314_5",2,FALSE
"2314_6",2,FALSE
"2314_7",2,FALSE
"2315_1",1,FALSE
"2315_2",1,FALSE
"2316_1",1,FALSE
"2318_1",1,FALSE
"2318_2",1,FALSE
"2318_3",1,FALSE
"2318_4",1,FALSE
"2319_1",1,FALSE
"2319_2",1,FALSE
"2319_3",1,FALSE
"2320_1",1,FALSE
"2320_2",1,FALSE
"2321_1",1,FALSE
"2321_2",1,FALSE
"2322_1",1,FALSE
"2322_2",1,FALSE
"2323_1",1,FALSE
"2324_1",1,FALSE
"2324_2",1,FALSE
"2324_3",1,FALSE
"2324_4",1,FALSE
"2325_1",1,FALSE
"2326_1",1,FALSE
"2326_2",1,FALSE
"2327_1",1,FALSE
"2328_1",1,FALSE
"2330_1",1,FALSE
"2330_2",1,FALSE
"2330_3",1,FALSE
"2330_4",1,FALSE
"2331_1",1,FALSE
"2331_2",1,FALSE
"2331_3",1,FALSE
"2332_1",1,FALSE
"2332_2",1,FALSE
"2333_1",1,FALSE
"2333_2",1,FALSE
"2333_3",1,FALSE
"2333_4",1,FALSE
"2334_1",1,FALSE
"2334_2",1,FALSE
"2335_1",1,FALSE
"2335_2",1,FALSE
"2336_1",1,FALSE
"2338_1",1,FALSE
"2338_2",1,FALSE
"2338_3",3,FALSE
"2339_1",1,NA
"2339_2",1,FALSE
"2340_1",1,FALSE
"2340_2",1,FALSE
"2340_3",1,FALSE
"2341_1",1,FALSE
"2341_2",1,FALSE
"2342_1",1,FALSE
"2343_1",1,FALSE
"2344_1",1,FALSE
"2344_2",1,FALSE
"2345_1",1,FALSE
"2345_2",1,FALSE
"2345_3",1,FALSE
"2346_1",3,FALSE
"2346_2",3,FALSE
"2346_3",3,FALSE
"2347_1",3,FALSE
"2348_1",1,FALSE
"2349_1",1,FALSE
"2349_2",1,FALSE
"2349_3",1,FALSE
"2349_4",1,FALSE
"2349_5",1,FALSE
"2349_6",1,FALSE
"2349_7",1,FALSE
"2350_1",1,FALSE
"2350_2",1,FALSE
"2351_1",1,FALSE
"2351_2",1,FALSE
"2351_3",1,FALSE
"2351_4",1,FALSE
"2352_1",1,FALSE
"2353_1",1,FALSE
"2354_1",1,FALSE
"2355_1",3,FALSE
"2356_1",1,FALSE
"2356_2",1,FALSE
"2356_3",1,FALSE
"2356_4",1,FALSE
"2357_1",1,FALSE
"2357_2",1,FALSE
"2358_1",1,NA
"2358_2",1,NA
"2359_1",1,FALSE
"2359_2",1,FALSE
"2359_3",1,FALSE
"2359_4",1,FALSE
"2359_5",1,FALSE
"2359_6",3,FALSE
"2360_1",1,FALSE
"2360_2",1,FALSE
"2361_1",1,FALSE
"2361_2",1,FALSE
"2362_1",1,FALSE
"2362_2",1,FALSE
"2362_3",1,FALSE
"2362_4",1,FALSE
"2363_1",1,FALSE
"2363_2",1,FALSE
"2364_1",1,FALSE
"2366_1",1,FALSE
"2366_2",1,FALSE
"2367_1",1,FALSE
"2367_2",1,FALSE
"2368_1",3,FALSE
"2368_2",1,FALSE
"2368_3",1,FALSE
"2368_4",1,FALSE
"2370_1",1,FALSE
"2370_2",1,FALSE
"2370_3",1,FALSE
"2371_1",1,FALSE
"2371_2",1,FALSE
"2372_1",1,FALSE
"2372_2",1,FALSE
"2373_1",1,FALSE
"2374_1",1,FALSE
"2374_2",1,FALSE
"2375_1",1,FALSE
"2375_2",1,FALSE
"2375_3",1,FALSE
"2375_4",1,FALSE
"2375_5",1,FALSE
"2375_6",1,FALSE
"2376_1",1,FALSE
"2377_1",1,FALSE
"2378_1",1,FALSE
"2379_1",1,FALSE
"2380_1",1,FALSE
"2380_2",1,FALSE
"2382_1",1,FALSE
"2382_2",1,FALSE
"2383_1",1,FALSE
"2384_1",1,FALSE
"2385_1",1,FALSE
"2386_1",1,FALSE
"2386_2",1,FALSE
"2387_1",1,FALSE
"2388_1",1,FALSE
"2388_2",1,FALSE
"2389_1",1,FALSE
"2389_2",1,FALSE
"2390_1",1,FALSE
"2390_2",1,FALSE
"2391_1",1,FALSE
"2391_2",1,FALSE
"2392_1",1,FALSE
"2392_2",1,FALSE
"2392_3",1,FALSE
"2392_4",1,FALSE
"2393_1",1,FALSE
"2394_1",1,FALSE
"2394_2",1,FALSE
"2394_3",3,FALSE
"2395_1",1,FALSE
"2396_1",1,FALSE
"2396_2",1,FALSE
"2396_3",3,FALSE
"2397_1",1,FALSE
"2397_2",1,FALSE
"2400_1",1,FALSE
"2401_1",1,FALSE
"2401_2",1,FALSE
"2401_3",1,FALSE
"2401_4",3,FALSE
"2401_5",3,FALSE
"2402_1",1,FALSE
"2402_2",1,FALSE
"2402_3",1,FALSE
"2403_1",1,FALSE
"2403_2",1,FALSE
"2404_1",1,FALSE
"2405_1",1,FALSE
"2406_1",1,FALSE
"2406_2",1,FALSE
"2406_3",1,FALSE
"2407_1",1,FALSE
"2408_1",1,FALSE
"2408_2",1,FALSE
"2408_3",1,FALSE
"2408_4",1,FALSE
"2409_1",1,FALSE
"2409_2",1,FALSE
"2410_1",1,FALSE
"2411_1",1,FALSE
"2411_2",1,FALSE
"2411_3",1,FALSE
"2411_4",1,FALSE
"2412_1",1,FALSE
"2412_2",1,FALSE
"2413_1",1,FALSE
"2414_1",1,FALSE
"2415_1",1,FALSE
"2415_2",1,FALSE
"2416_1",1,FALSE
"2418_1",2,FALSE
"2419_1",1,FALSE
"2419_2",1,FALSE
"2419_3",1,FALSE
"2419_4",1,FALSE
"2419_5",1,FALSE
"2419_6",1,FALSE
"2420_1",1,FALSE
"2420_2",1,FALSE
"2421_1",1,FALSE
"2422_1",1,FALSE
"2422_2",1,FALSE
"2423_1",1,FALSE
"2423_2",1,FALSE
