"part_id","cnt_age_exact","cnt_age_est_min","cnt_age_est_max","cnt_gender","cnt_home","cnt_work","cnt_school","cnt_transport","cnt_leisure","cnt_otherplace","frequency_multi","phys_contact","duration_multi"
1011,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,12,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,12,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,12,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,19,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,16,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,60,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,16,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,12,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,16,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,62,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,80,61,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,16,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,8,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,22,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,60,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,60,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,60,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,57,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,42,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,52,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,47,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,37,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,32,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,27,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
