Entity,Code,Date,stringency_index
Afghanistan,AFG,01/01/20,0
Afghanistan,AFG,01/02/20,0
Afghanistan,AFG,01/03/20,0
Afghanistan,AFG,01/04/20,0
Afghanistan,AFG,01/05/20,0
Afghanistan,AFG,01/06/20,0
Afghanistan,AFG,01/07/20,0
Afghanistan,AFG,01/08/20,0
Afghanistan,AFG,01/09/20,0
Afghanistan,AFG,01/10/20,0
Afghanistan,AFG,01/11/20,0
Afghanistan,AFG,01/12/20,0
Afghanistan,AFG,01/13/20,0
Afghanistan,AFG,01/14/20,0
Afghanistan,AFG,01/15/20,0
Afghanistan,AFG,01/16/20,0
Afghanistan,AFG,01/17/20,0
Afghanistan,AFG,01/18/20,0
Afghanistan,AFG,01/19/20,0
Afghanistan,AFG,01/20/20,0
Afghanistan,AFG,01/21/20,0
Afghanistan,AFG,01/22/20,0
Afghanistan,AFG,01/23/20,0
Afghanistan,AFG,01/24/20,0
Afghanistan,AFG,01/25/20,0
Afghanistan,AFG,01/26/20,0
Afghanistan,AFG,01/27/20,0
Afghanistan,AFG,01/28/20,0
Afghanistan,AFG,01/29/20,0
Afghanistan,AFG,01/30/20,0
Afghanistan,AFG,01/31/20,0
Afghanistan,AFG,02/01/20,0
Afghanistan,AFG,02/02/20,0
Afghanistan,AFG,02/03/20,0
Afghanistan,AFG,02/04/20,0
Afghanistan,AFG,02/05/20,0
Afghanistan,AFG,02/06/20,0
Afghanistan,AFG,02/07/20,0
Afghanistan,AFG,02/08/20,0
Afghanistan,AFG,02/09/20,0
Afghanistan,AFG,02/10/20,0
Afghanistan,AFG,02/11/20,0
Afghanistan,AFG,02/12/20,0
Afghanistan,AFG,02/13/20,0
Afghanistan,AFG,02/14/20,0
Afghanistan,AFG,02/15/20,0
Afghanistan,AFG,02/16/20,0
Afghanistan,AFG,02/17/20,0
Afghanistan,AFG,02/18/20,0
Afghanistan,AFG,02/19/20,0
Afghanistan,AFG,02/20/20,0
Afghanistan,AFG,02/21/20,0
Afghanistan,AFG,02/22/20,0
Afghanistan,AFG,02/23/20,8.33
Afghanistan,AFG,02/24/20,8.33
Afghanistan,AFG,02/25/20,8.33
Afghanistan,AFG,02/26/20,8.33
Afghanistan,AFG,02/27/20,8.33
Afghanistan,AFG,02/28/20,8.33
Afghanistan,AFG,02/29/20,8.33
Afghanistan,AFG,03/01/20,27.78
Afghanistan,AFG,03/02/20,27.78
Afghanistan,AFG,03/03/20,27.78
Afghanistan,AFG,03/04/20,27.78
Afghanistan,AFG,03/05/20,27.78
Afghanistan,AFG,03/06/20,27.78
Afghanistan,AFG,03/07/20,27.78
Afghanistan,AFG,03/08/20,27.78
Afghanistan,AFG,03/09/20,27.78
Afghanistan,AFG,03/10/20,27.78
Afghanistan,AFG,03/11/20,27.78
Afghanistan,AFG,03/12/20,27.78
Afghanistan,AFG,03/13/20,27.78
Afghanistan,AFG,03/14/20,38.89
Afghanistan,AFG,03/15/20,38.89
Afghanistan,AFG,03/16/20,38.89
Afghanistan,AFG,03/17/20,38.89
Afghanistan,AFG,03/18/20,41.67
Afghanistan,AFG,03/19/20,41.67
Afghanistan,AFG,03/20/20,41.67
Afghanistan,AFG,03/21/20,41.67
Afghanistan,AFG,03/22/20,41.67
Afghanistan,AFG,03/23/20,41.67
Afghanistan,AFG,03/24/20,50.93
Afghanistan,AFG,03/25/20,59.26
Afghanistan,AFG,03/26/20,59.26
Afghanistan,AFG,03/27/20,59.26
Afghanistan,AFG,03/28/20,67.59
Afghanistan,AFG,03/29/20,67.59
Afghanistan,AFG,03/30/20,67.59
Afghanistan,AFG,03/31/20,67.59
Afghanistan,AFG,04/01/20,67.59
Afghanistan,AFG,04/02/20,67.59
Afghanistan,AFG,04/03/20,67.59
Afghanistan,AFG,04/04/20,67.59
Afghanistan,AFG,04/05/20,78.7
Afghanistan,AFG,04/06/20,78.7
Afghanistan,AFG,04/07/20,78.7
Afghanistan,AFG,04/08/20,78.7
Afghanistan,AFG,04/09/20,78.7
Afghanistan,AFG,04/10/20,78.7
Afghanistan,AFG,04/11/20,78.7
Afghanistan,AFG,04/12/20,84.26
Afghanistan,AFG,04/13/20,84.26
Afghanistan,AFG,04/14/20,84.26
Afghanistan,AFG,04/15/20,84.26
Afghanistan,AFG,04/16/20,84.26
Afghanistan,AFG,04/17/20,84.26
Afghanistan,AFG,04/18/20,84.26
Afghanistan,AFG,04/19/20,84.26
Afghanistan,AFG,04/20/20,84.26
Afghanistan,AFG,04/21/20,84.26
Afghanistan,AFG,04/22/20,84.26
Afghanistan,AFG,04/23/20,84.26
Afghanistan,AFG,04/24/20,84.26
Afghanistan,AFG,04/25/20,84.26
Afghanistan,AFG,04/26/20,84.26
Afghanistan,AFG,04/27/20,84.26
Afghanistan,AFG,04/28/20,84.26
Afghanistan,AFG,04/29/20,84.26
Afghanistan,AFG,04/30/20,84.26
Afghanistan,AFG,05/01/20,84.26
Afghanistan,AFG,05/02/20,84.26
Afghanistan,AFG,05/03/20,84.26
Afghanistan,AFG,05/04/20,84.26
Afghanistan,AFG,05/05/20,84.26
Afghanistan,AFG,05/06/20,84.26
Afghanistan,AFG,05/07/20,84.26
Afghanistan,AFG,05/08/20,84.26
Afghanistan,AFG,05/09/20,84.26
Afghanistan,AFG,05/10/20,84.26
Afghanistan,AFG,05/11/20,84.26
Afghanistan,AFG,05/12/20,84.26
Afghanistan,AFG,05/13/20,84.26
Afghanistan,AFG,05/14/20,84.26
Afghanistan,AFG,05/15/20,84.26
Afghanistan,AFG,05/16/20,84.26
Afghanistan,AFG,05/17/20,84.26
Afghanistan,AFG,05/18/20,84.26
Afghanistan,AFG,05/19/20,84.26
Afghanistan,AFG,05/20/20,84.26
Afghanistan,AFG,05/21/20,84.26
Afghanistan,AFG,05/22/20,84.26
Afghanistan,AFG,05/23/20,84.26
Afghanistan,AFG,05/24/20,84.26
Afghanistan,AFG,05/25/20,84.26
Afghanistan,AFG,05/26/20,84.26
Afghanistan,AFG,05/27/20,84.26
Afghanistan,AFG,05/28/20,84.26
Afghanistan,AFG,05/29/20,84.26
Afghanistan,AFG,05/30/20,84.26
Afghanistan,AFG,05/31/20,84.26
Afghanistan,AFG,06/01/20,84.26
Afghanistan,AFG,06/02/20,84.26
Afghanistan,AFG,06/03/20,84.26
Afghanistan,AFG,06/04/20,84.26
Afghanistan,AFG,06/05/20,84.26
Afghanistan,AFG,06/06/20,84.26
Afghanistan,AFG,06/07/20,84.26
Afghanistan,AFG,06/08/20,84.26
Afghanistan,AFG,06/09/20,78.7
Afghanistan,AFG,06/10/20,78.7
Afghanistan,AFG,06/11/20,78.7
Afghanistan,AFG,06/12/20,78.7
Afghanistan,AFG,06/13/20,78.7
Afghanistan,AFG,06/14/20,78.7
Afghanistan,AFG,06/15/20,78.7
Afghanistan,AFG,06/16/20,78.7
Afghanistan,AFG,06/17/20,78.7
Afghanistan,AFG,06/18/20,78.7
Afghanistan,AFG,06/19/20,78.7
Afghanistan,AFG,06/20/20,78.7
Afghanistan,AFG,06/21/20,78.7
Afghanistan,AFG,06/22/20,78.7
Afghanistan,AFG,06/23/20,78.7
Afghanistan,AFG,06/24/20,78.7
Afghanistan,AFG,06/25/20,78.7
Afghanistan,AFG,06/26/20,78.7
Afghanistan,AFG,06/27/20,78.7
Afghanistan,AFG,06/28/20,78.7
Afghanistan,AFG,06/29/20,78.7
Afghanistan,AFG,06/30/20,78.7
Afghanistan,AFG,07/01/20,78.7
Afghanistan,AFG,07/02/20,78.7
Afghanistan,AFG,07/03/20,78.7
Afghanistan,AFG,07/04/20,78.7
Afghanistan,AFG,07/05/20,78.7
Afghanistan,AFG,07/06/20,78.7
Afghanistan,AFG,07/07/20,78.7
Afghanistan,AFG,07/08/20,78.7
Afghanistan,AFG,07/09/20,78.7
Afghanistan,AFG,07/10/20,78.7
Afghanistan,AFG,07/11/20,78.7
Afghanistan,AFG,07/12/20,78.7
Afghanistan,AFG,07/13/20,78.7
Afghanistan,AFG,07/14/20,78.7
Afghanistan,AFG,07/15/20,78.7
Afghanistan,AFG,07/16/20,78.7
Afghanistan,AFG,07/17/20,78.7
Afghanistan,AFG,07/18/20,78.7
Afghanistan,AFG,07/19/20,78.7
Afghanistan,AFG,07/20/20,78.7
Afghanistan,AFG,07/21/20,78.7
Afghanistan,AFG,07/22/20,78.7
Afghanistan,AFG,07/23/20,78.7
Afghanistan,AFG,07/24/20,78.7
Afghanistan,AFG,07/25/20,78.7
Afghanistan,AFG,07/26/20,78.7
Afghanistan,AFG,07/27/20,78.7
Afghanistan,AFG,07/28/20,78.7
Afghanistan,AFG,07/29/20,78.7
Afghanistan,AFG,07/30/20,78.7
Afghanistan,AFG,07/31/20,78.7
Afghanistan,AFG,08/01/20,78.7
Afghanistan,AFG,08/02/20,78.7
Afghanistan,AFG,08/03/20,78.7
Afghanistan,AFG,08/04/20,75
Afghanistan,AFG,08/05/20,71.3
Afghanistan,AFG,08/06/20,71.3
Afghanistan,AFG,08/07/20,71.3
Afghanistan,AFG,08/08/20,71.3
Afghanistan,AFG,08/09/20,71.3
Afghanistan,AFG,08/10/20,71.3
Afghanistan,AFG,08/11/20,71.3
Afghanistan,AFG,08/12/20,71.3
Afghanistan,AFG,08/13/20,71.3
Afghanistan,AFG,08/14/20,71.3
Afghanistan,AFG,08/15/20,60.19
Afghanistan,AFG,08/16/20,60.19
Afghanistan,AFG,08/17/20,60.19
Afghanistan,AFG,08/18/20,48.15
Afghanistan,AFG,08/19/20,48.15
Afghanistan,AFG,08/20/20,48.15
Afghanistan,AFG,08/21/20,48.15
Afghanistan,AFG,08/22/20,48.15
Afghanistan,AFG,08/23/20,48.15
Afghanistan,AFG,08/24/20,48.15
Afghanistan,AFG,08/25/20,48.15
Afghanistan,AFG,08/26/20,21.3
Afghanistan,AFG,08/27/20,21.3
Afghanistan,AFG,08/28/20,21.3
Afghanistan,AFG,08/29/20,21.3
Afghanistan,AFG,08/30/20,21.3
Afghanistan,AFG,08/31/20,21.3
Afghanistan,AFG,09/01/20,21.3
Afghanistan,AFG,09/02/20,21.3
Afghanistan,AFG,09/03/20,21.3
Afghanistan,AFG,09/04/20,21.3
Afghanistan,AFG,09/05/20,21.3
Afghanistan,AFG,09/06/20,21.3
Afghanistan,AFG,09/07/20,21.3
Afghanistan,AFG,09/08/20,21.3
Afghanistan,AFG,09/09/20,21.3
Afghanistan,AFG,09/10/20,21.3
Afghanistan,AFG,09/11/20,21.3
Afghanistan,AFG,09/12/20,21.3
Afghanistan,AFG,09/13/20,21.3
Afghanistan,AFG,09/14/20,21.3
Afghanistan,AFG,09/15/20,21.3
Afghanistan,AFG,09/16/20,21.3
Afghanistan,AFG,09/17/20,21.3
Afghanistan,AFG,09/18/20,21.3
Afghanistan,AFG,09/19/20,21.3
Afghanistan,AFG,09/20/20,21.3
Afghanistan,AFG,09/21/20,21.3
Afghanistan,AFG,09/22/20,28.7
Afghanistan,AFG,09/23/20,28.7
Afghanistan,AFG,09/24/20,28.7
Afghanistan,AFG,09/25/20,28.7
Afghanistan,AFG,09/26/20,28.7
Afghanistan,AFG,09/27/20,28.7
Afghanistan,AFG,09/28/20,28.7
Afghanistan,AFG,09/29/20,28.7
Afghanistan,AFG,09/30/20,28.7
Afghanistan,AFG,10/01/20,28.7
Afghanistan,AFG,10/02/20,28.7
Afghanistan,AFG,10/03/20,25
Afghanistan,AFG,10/04/20,25
Afghanistan,AFG,10/05/20,25
Afghanistan,AFG,10/06/20,16.67
Afghanistan,AFG,10/07/20,16.67
Afghanistan,AFG,10/08/20,16.67
Afghanistan,AFG,10/09/20,16.67
Afghanistan,AFG,10/10/20,16.67
Afghanistan,AFG,10/11/20,16.67
Afghanistan,AFG,10/12/20,16.67
Afghanistan,AFG,10/13/20,16.67
Afghanistan,AFG,10/14/20,16.67
Afghanistan,AFG,10/15/20,16.67
Afghanistan,AFG,10/16/20,16.67
Afghanistan,AFG,10/17/20,16.67
Afghanistan,AFG,10/18/20,16.67
Afghanistan,AFG,10/19/20,16.67
Afghanistan,AFG,10/20/20,16.67
Afghanistan,AFG,10/21/20,16.67
Afghanistan,AFG,10/22/20,16.67
Afghanistan,AFG,10/23/20,16.67
Afghanistan,AFG,10/24/20,16.67
Afghanistan,AFG,10/25/20,16.67
Afghanistan,AFG,10/26/20,16.67
Afghanistan,AFG,10/27/20,9.26
Afghanistan,AFG,10/28/20,9.26
Afghanistan,AFG,10/29/20,9.26
Afghanistan,AFG,10/30/20,9.26
Afghanistan,AFG,10/31/20,9.26
Afghanistan,AFG,11/01/20,9.26
Afghanistan,AFG,11/02/20,9.26
Afghanistan,AFG,11/03/20,9.26
Afghanistan,AFG,11/04/20,9.26
Afghanistan,AFG,11/05/20,9.26
Afghanistan,AFG,11/06/20,9.26
Afghanistan,AFG,11/07/20,9.26
Afghanistan,AFG,11/08/20,9.26
Afghanistan,AFG,11/09/20,12.04
Afghanistan,AFG,11/10/20,12.04
Afghanistan,AFG,11/11/20,12.04
Afghanistan,AFG,11/12/20,12.04
Afghanistan,AFG,11/13/20,12.04
Afghanistan,AFG,11/14/20,12.04
Afghanistan,AFG,11/15/20,12.04
Afghanistan,AFG,11/16/20,12.04
Afghanistan,AFG,11/17/20,12.04
Afghanistan,AFG,11/18/20,12.04
Afghanistan,AFG,11/19/20,12.04
Afghanistan,AFG,11/20/20,12.04
Afghanistan,AFG,11/21/20,12.04
Afghanistan,AFG,11/22/20,12.04
Afghanistan,AFG,11/23/20,12.04
Afghanistan,AFG,11/24/20,12.04
Afghanistan,AFG,11/25/20,12.04
Afghanistan,AFG,11/26/20,12.04
Afghanistan,AFG,11/27/20,12.04
Afghanistan,AFG,11/28/20,12.04
Afghanistan,AFG,11/29/20,12.04
Afghanistan,AFG,11/30/20,12.04
Afghanistan,AFG,12/01/20,12.04
Afghanistan,AFG,12/02/20,12.04
Afghanistan,AFG,12/03/20,12.04
Afghanistan,AFG,12/04/20,12.04
Afghanistan,AFG,12/05/20,12.04
Afghanistan,AFG,12/06/20,12.04
Afghanistan,AFG,12/07/20,12.04
Afghanistan,AFG,12/08/20,12.04
Afghanistan,AFG,12/09/20,12.04
Afghanistan,AFG,12/10/20,12.04
Afghanistan,AFG,12/11/20,12.04
Afghanistan,AFG,12/12/20,12.04
Afghanistan,AFG,12/13/20,12.04
Afghanistan,AFG,12/14/20,12.04
Afghanistan,AFG,12/15/20,12.04
Afghanistan,AFG,12/16/20,12.04
Afghanistan,AFG,12/17/20,12.04
Afghanistan,AFG,12/18/20,12.04
Afghanistan,AFG,12/19/20,12.04
Afghanistan,AFG,12/20/20,12.04
Afghanistan,AFG,12/21/20,12.04
Afghanistan,AFG,12/22/20,12.04
Afghanistan,AFG,12/23/20,12.04
Afghanistan,AFG,12/24/20,12.04
Afghanistan,AFG,12/25/20,12.04
Afghanistan,AFG,12/26/20,12.04
Afghanistan,AFG,12/27/20,12.04
Afghanistan,AFG,12/28/20,12.04
Afghanistan,AFG,12/29/20,12.04
Afghanistan,AFG,12/30/20,12.04
Afghanistan,AFG,12/31/20,12.04
Afghanistan,AFG,01/01/21,12.04
Afghanistan,AFG,01/02/21,12.04
Afghanistan,AFG,01/03/21,12.04
Afghanistan,AFG,01/04/21,12.04
Afghanistan,AFG,01/05/21,12.04
Afghanistan,AFG,01/06/21,12.04
Afghanistan,AFG,01/07/21,12.04
Afghanistan,AFG,01/08/21,12.04
Afghanistan,AFG,01/09/21,12.04
Afghanistan,AFG,01/10/21,12.04
Afghanistan,AFG,01/11/21,12.04
Afghanistan,AFG,01/12/21,12.04
Afghanistan,AFG,01/13/21,12.04
Afghanistan,AFG,01/14/21,12.04
Afghanistan,AFG,01/15/21,12.04
Afghanistan,AFG,01/16/21,12.04
Afghanistan,AFG,01/17/21,12.04
Afghanistan,AFG,01/18/21,12.04
Afghanistan,AFG,01/19/21,12.04
Afghanistan,AFG,01/20/21,12.04
Afghanistan,AFG,01/21/21,12.04
Afghanistan,AFG,01/22/21,12.04
Afghanistan,AFG,01/23/21,12.04
Afghanistan,AFG,01/24/21,12.04
Afghanistan,AFG,01/25/21,12.04
Afghanistan,AFG,01/26/21,12.04
Afghanistan,AFG,01/27/21,12.04
Afghanistan,AFG,01/28/21,12.04
Afghanistan,AFG,01/29/21,12.04
Afghanistan,AFG,01/30/21,12.04
Afghanistan,AFG,01/31/21,12.04
Afghanistan,AFG,02/01/21,12.04
Afghanistan,AFG,02/02/21,12.04
Afghanistan,AFG,02/03/21,12.04
Afghanistan,AFG,02/04/21,12.04
Afghanistan,AFG,02/05/21,12.04
Afghanistan,AFG,02/06/21,12.04
Afghanistan,AFG,02/07/21,12.04
Afghanistan,AFG,02/08/21,12.04
Afghanistan,AFG,02/09/21,12.04
Albania,ALB,01/01/20,0
Albania,ALB,01/02/20,0
Albania,ALB,01/03/20,0
Albania,ALB,01/04/20,0
Albania,ALB,01/05/20,0
Albania,ALB,01/06/20,0
Albania,ALB,01/07/20,0
Albania,ALB,01/08/20,0
Albania,ALB,01/09/20,0
Albania,ALB,01/10/20,0
Albania,ALB,01/11/20,0
Albania,ALB,01/12/20,0
Albania,ALB,01/13/20,0
Albania,ALB,01/14/20,0
Albania,ALB,01/15/20,0
Albania,ALB,01/16/20,0
Albania,ALB,01/17/20,0
Albania,ALB,01/18/20,0
Albania,ALB,01/19/20,0
Albania,ALB,01/20/20,0
Albania,ALB,01/21/20,0
Albania,ALB,01/22/20,0
Albania,ALB,01/23/20,0
Albania,ALB,01/24/20,0
Albania,ALB,01/25/20,0
Albania,ALB,01/26/20,0
Albania,ALB,01/27/20,0
Albania,ALB,01/28/20,0
Albania,ALB,01/29/20,0
Albania,ALB,01/30/20,0
Albania,ALB,01/31/20,0
Albania,ALB,02/01/20,0
Albania,ALB,02/02/20,0
Albania,ALB,02/03/20,0
Albania,ALB,02/04/20,0
Albania,ALB,02/05/20,0
Albania,ALB,02/06/20,0
Albania,ALB,02/07/20,0
Albania,ALB,02/08/20,0
Albania,ALB,02/09/20,0
Albania,ALB,02/10/20,0
Albania,ALB,02/11/20,0
Albania,ALB,02/12/20,0
Albania,ALB,02/13/20,0
Albania,ALB,02/14/20,5.56
Albania,ALB,02/15/20,5.56
Albania,ALB,02/16/20,5.56
Albania,ALB,02/17/20,5.56
Albania,ALB,02/18/20,5.56
Albania,ALB,02/19/20,5.56
Albania,ALB,02/20/20,5.56
Albania,ALB,02/21/20,5.56
Albania,ALB,02/22/20,5.56
Albania,ALB,02/23/20,5.56
Albania,ALB,02/24/20,5.56
Albania,ALB,02/25/20,8.33
Albania,ALB,02/26/20,8.33
Albania,ALB,02/27/20,8.33
Albania,ALB,02/28/20,8.33
Albania,ALB,02/29/20,8.33
Albania,ALB,03/01/20,8.33
Albania,ALB,03/02/20,8.33
Albania,ALB,03/03/20,8.33
Albania,ALB,03/04/20,8.33
Albania,ALB,03/05/20,8.33
Albania,ALB,03/06/20,8.33
Albania,ALB,03/07/20,8.33
Albania,ALB,03/08/20,8.33
Albania,ALB,03/09/20,36.11
Albania,ALB,03/10/20,41.67
Albania,ALB,03/11/20,51.85
Albania,ALB,03/12/20,51.85
Albania,ALB,03/13/20,78.7
Albania,ALB,03/14/20,78.7
Albania,ALB,03/15/20,81.48
Albania,ALB,03/16/20,81.48
Albania,ALB,03/17/20,81.48
Albania,ALB,03/18/20,81.48
Albania,ALB,03/19/20,81.48
Albania,ALB,03/20/20,81.48
Albania,ALB,03/21/20,81.48
Albania,ALB,03/22/20,81.48
Albania,ALB,03/23/20,84.26
Albania,ALB,03/24/20,84.26
Albania,ALB,03/25/20,84.26
Albania,ALB,03/26/20,84.26
Albania,ALB,03/27/20,84.26
Albania,ALB,03/28/20,84.26
Albania,ALB,03/29/20,84.26
Albania,ALB,03/30/20,84.26
Albania,ALB,03/31/20,84.26
Albania,ALB,04/01/20,84.26
Albania,ALB,04/02/20,84.26
Albania,ALB,04/03/20,84.26
Albania,ALB,04/04/20,84.26
Albania,ALB,04/05/20,84.26
Albania,ALB,04/06/20,84.26
Albania,ALB,04/07/20,84.26
Albania,ALB,04/08/20,84.26
Albania,ALB,04/09/20,84.26
Albania,ALB,04/10/20,84.26
Albania,ALB,04/11/20,84.26
Albania,ALB,04/12/20,84.26
Albania,ALB,04/13/20,84.26
Albania,ALB,04/14/20,84.26
Albania,ALB,04/15/20,84.26
Albania,ALB,04/16/20,84.26
Albania,ALB,04/17/20,84.26
Albania,ALB,04/18/20,89.81
Albania,ALB,04/19/20,89.81
Albania,ALB,04/20/20,89.81
Albania,ALB,04/21/20,89.81
Albania,ALB,04/22/20,89.81
Albania,ALB,04/23/20,89.81
Albania,ALB,04/24/20,89.81
Albania,ALB,04/25/20,89.81
Albania,ALB,04/26/20,89.81
Albania,ALB,04/27/20,89.81
Albania,ALB,04/28/20,89.81
Albania,ALB,04/29/20,89.81
Albania,ALB,04/30/20,89.81
Albania,ALB,05/01/20,89.81
Albania,ALB,05/02/20,89.81
Albania,ALB,05/03/20,89.81
Albania,ALB,05/04/20,89.81
Albania,ALB,05/05/20,89.81
Albania,ALB,05/06/20,89.81
Albania,ALB,05/07/20,89.81
Albania,ALB,05/08/20,89.81
Albania,ALB,05/09/20,89.81
Albania,ALB,05/10/20,89.81
Albania,ALB,05/11/20,89.81
Albania,ALB,05/12/20,89.81
Albania,ALB,05/13/20,89.81
Albania,ALB,05/14/20,89.81
Albania,ALB,05/15/20,89.81
Albania,ALB,05/16/20,89.81
Albania,ALB,05/17/20,89.81
Albania,ALB,05/18/20,83.33
Albania,ALB,05/19/20,83.33
Albania,ALB,05/20/20,83.33
Albania,ALB,05/21/20,83.33
Albania,ALB,05/22/20,83.33
Albania,ALB,05/23/20,83.33
Albania,ALB,05/24/20,83.33
Albania,ALB,05/25/20,83.33
Albania,ALB,05/26/20,86.11
Albania,ALB,05/27/20,86.11
Albania,ALB,05/28/20,86.11
Albania,ALB,05/29/20,86.11
Albania,ALB,05/30/20,86.11
Albania,ALB,05/31/20,86.11
Albania,ALB,06/01/20,71.3
Albania,ALB,06/02/20,71.3
Albania,ALB,06/03/20,71.3
Albania,ALB,06/04/20,71.3
Albania,ALB,06/05/20,71.3
Albania,ALB,06/06/20,71.3
Albania,ALB,06/07/20,71.3
Albania,ALB,06/08/20,71.3
Albania,ALB,06/09/20,71.3
Albania,ALB,06/10/20,71.3
Albania,ALB,06/11/20,71.3
Albania,ALB,06/12/20,71.3
Albania,ALB,06/13/20,71.3
Albania,ALB,06/14/20,71.3
Albania,ALB,06/15/20,71.3
Albania,ALB,06/16/20,71.3
Albania,ALB,06/17/20,71.3
Albania,ALB,06/18/20,71.3
Albania,ALB,06/19/20,71.3
Albania,ALB,06/20/20,71.3
Albania,ALB,06/21/20,71.3
Albania,ALB,06/22/20,68.52
Albania,ALB,06/23/20,68.52
Albania,ALB,06/24/20,68.52
Albania,ALB,06/25/20,68.52
Albania,ALB,06/26/20,68.52
Albania,ALB,06/27/20,68.52
Albania,ALB,06/28/20,68.52
Albania,ALB,06/29/20,68.52
Albania,ALB,06/30/20,68.52
Albania,ALB,07/01/20,68.52
Albania,ALB,07/02/20,68.52
Albania,ALB,07/03/20,68.52
Albania,ALB,07/04/20,68.52
Albania,ALB,07/05/20,68.52
Albania,ALB,07/06/20,62.96
Albania,ALB,07/07/20,62.96
Albania,ALB,07/08/20,62.96
Albania,ALB,07/09/20,62.96
Albania,ALB,07/10/20,62.96
Albania,ALB,07/11/20,62.96
Albania,ALB,07/12/20,62.96
Albania,ALB,07/13/20,62.96
Albania,ALB,07/14/20,62.96
Albania,ALB,07/15/20,62.96
Albania,ALB,07/16/20,62.96
Albania,ALB,07/17/20,62.96
Albania,ALB,07/18/20,62.96
Albania,ALB,07/19/20,62.96
Albania,ALB,07/20/20,62.96
Albania,ALB,07/21/20,62.96
Albania,ALB,07/22/20,62.96
Albania,ALB,07/23/20,62.96
Albania,ALB,07/24/20,62.96
Albania,ALB,07/25/20,62.96
Albania,ALB,07/26/20,62.96
Albania,ALB,07/27/20,62.96
Albania,ALB,07/28/20,62.96
Albania,ALB,07/29/20,62.96
Albania,ALB,07/30/20,62.96
Albania,ALB,07/31/20,62.96
Albania,ALB,08/01/20,62.96
Albania,ALB,08/02/20,62.96
Albania,ALB,08/03/20,62.96
Albania,ALB,08/04/20,62.96
Albania,ALB,08/05/20,62.96
Albania,ALB,08/06/20,62.96
Albania,ALB,08/07/20,57.41
Albania,ALB,08/08/20,57.41
Albania,ALB,08/09/20,57.41
Albania,ALB,08/10/20,57.41
Albania,ALB,08/11/20,57.41
Albania,ALB,08/12/20,57.41
Albania,ALB,08/13/20,57.41
Albania,ALB,08/14/20,57.41
Albania,ALB,08/15/20,57.41
Albania,ALB,08/16/20,57.41
Albania,ALB,08/17/20,57.41
Albania,ALB,08/18/20,57.41
Albania,ALB,08/19/20,57.41
Albania,ALB,08/20/20,57.41
Albania,ALB,08/21/20,57.41
Albania,ALB,08/22/20,57.41
Albania,ALB,08/23/20,57.41
Albania,ALB,08/24/20,57.41
Albania,ALB,08/25/20,57.41
Albania,ALB,08/26/20,57.41
Albania,ALB,08/27/20,57.41
Albania,ALB,08/28/20,54.63
Albania,ALB,08/29/20,54.63
Albania,ALB,08/30/20,54.63
Albania,ALB,08/31/20,54.63
Albania,ALB,09/01/20,54.63
Albania,ALB,09/02/20,54.63
Albania,ALB,09/03/20,54.63
Albania,ALB,09/04/20,54.63
Albania,ALB,09/05/20,54.63
Albania,ALB,09/06/20,54.63
Albania,ALB,09/07/20,54.63
Albania,ALB,09/08/20,54.63
Albania,ALB,09/09/20,54.63
Albania,ALB,09/10/20,54.63
Albania,ALB,09/11/20,54.63
Albania,ALB,09/12/20,54.63
Albania,ALB,09/13/20,54.63
Albania,ALB,09/14/20,54.63
Albania,ALB,09/15/20,54.63
Albania,ALB,09/16/20,54.63
Albania,ALB,09/17/20,54.63
Albania,ALB,09/18/20,54.63
Albania,ALB,09/19/20,54.63
Albania,ALB,09/20/20,54.63
Albania,ALB,09/21/20,54.63
Albania,ALB,09/22/20,54.63
Albania,ALB,09/23/20,54.63
Albania,ALB,09/24/20,54.63
Albania,ALB,09/25/20,54.63
Albania,ALB,09/26/20,54.63
Albania,ALB,09/27/20,54.63
Albania,ALB,09/28/20,54.63
Albania,ALB,09/29/20,54.63
Albania,ALB,09/30/20,54.63
Albania,ALB,10/01/20,54.63
Albania,ALB,10/02/20,54.63
Albania,ALB,10/03/20,54.63
Albania,ALB,10/04/20,54.63
Albania,ALB,10/05/20,54.63
Albania,ALB,10/06/20,54.63
Albania,ALB,10/07/20,54.63
Albania,ALB,10/08/20,54.63
Albania,ALB,10/09/20,54.63
Albania,ALB,10/10/20,54.63
Albania,ALB,10/11/20,54.63
Albania,ALB,10/12/20,54.63
Albania,ALB,10/13/20,54.63
Albania,ALB,10/14/20,54.63
Albania,ALB,10/15/20,54.63
Albania,ALB,10/16/20,54.63
Albania,ALB,10/17/20,54.63
Albania,ALB,10/18/20,54.63
Albania,ALB,10/19/20,54.63
Albania,ALB,10/20/20,54.63
Albania,ALB,10/21/20,54.63
Albania,ALB,10/22/20,54.63
Albania,ALB,10/23/20,54.63
Albania,ALB,10/24/20,54.63
Albania,ALB,10/25/20,54.63
Albania,ALB,10/26/20,54.63
Albania,ALB,10/27/20,54.63
Albania,ALB,10/28/20,54.63
Albania,ALB,10/29/20,54.63
Albania,ALB,10/30/20,54.63
Albania,ALB,10/31/20,54.63
Albania,ALB,11/01/20,50.93
Albania,ALB,11/02/20,50.93
Albania,ALB,11/03/20,50.93
Albania,ALB,11/04/20,50.93
Albania,ALB,11/05/20,50.93
Albania,ALB,11/06/20,50.93
Albania,ALB,11/07/20,50.93
Albania,ALB,11/08/20,50.93
Albania,ALB,11/09/20,50.93
