Country,Week,Setting,Variable,Category,Mean,SE,Q25,Q50,Q75
FR,W13,3-School,HH size,2p,0,0,0,0,0
FR,W13,3-School,HH size,3p,0,0,0,0,0
FR,W13,3-School,HH size,4p,0,0,0,0,0
FR,W13,3-School,HH size,5p,0,0,0,0,0
FR,W13,3-School,HH size,6p+,0,0,0,0,0
FR,W14,3-School,HH size,1p,0,0,0,0,0
FR,W14,3-School,HH size,2p,0,0,0,0,0
FR,W14,3-School,HH size,3p,0,0,0,0,0
FR,W14,3-School,HH size,4p,0,0,0,0,0
FR,W14,3-School,HH size,5p,0,0,0,0,0
FR,W14,3-School,HH size,6p+,0,0,0,0,0
FR,W13,4-Work,Sex,Females,0.609369178,0.106569074,0,0,0
FR,W13,4-Work,Sex,Males,0.751440138,0.212030221,0,0,0
FR,W14,4-Work,Sex,Females,0.916024974,0.132509212,0,0,0
FR,W14,4-Work,Sex,Males,0.952371835,0.228891439,0,0,0
FR,W13,4-Work,Age group,18-29y,0.86912444,0.318421769,0,0,0
FR,W13,4-Work,Age group,30-39y,1.360695705,0.453307573,0,0,0
FR,W13,4-Work,Age group,40-49y,1.338711544,0.468954595,0,0,0
FR,W13,4-Work,Age group,50-59y,1.189454441,0.319336378,0,0,0
FR,W13,4-Work,Age group,60y+,0.034215904,0.016521612,0,0,0
FR,W14,4-Work,Age group,18-29y,0.490798822,0.14116067,0,0,0
FR,W14,4-Work,Age group,30-39y,1.745599046,0.448788216,0,0,0
FR,W14,4-Work,Age group,40-49y,2.128196891,0.565229464,0,0,0
FR,W14,4-Work,Age group,50-59y,1.551670866,0.414904255,0,0,0
FR,W14,4-Work,Age group,60y+,0.148234307,0.089108992,0,0,0
FR,W13,4-Work,HH size,1p,0.61353466,0.198310068,0,0,0
FR,W13,4-Work,HH size,2p,0.694258966,0.172910019,0,0,0
FR,W13,4-Work,HH size,3p,0.706666628,0.293255091,0,0,0
FR,W13,4-Work,HH size,4p,0.369078487,0.174128931,0,0,0
FR,W13,4-Work,HH size,5p,0.711365019,0.465301216,0,0,0
FR,W13,4-Work,HH size,6p+,0,0,0,0,0
FR,W14,4-Work,HH size,1p,0.755448893,0.249557576,0,0,0
FR,W14,4-Work,HH size,2p,0.886424177,0.203882166,0,0,0
FR,W14,4-Work,HH size,3p,1.06745771,0.355032725,0,0,0
FR,W14,4-Work,HH size,4p,1.344323153,0.420596091,0,0,0
FR,W14,4-Work,HH size,5p,0.90651756,0.339631461,0,0,0
FR,W14,4-Work,HH size,6p+,0.781711837,0.492782072,0,0,0
FR,W13,5-Community,Sex,Females,0.45061419,0.041446879,0,0,0
FR,W13,5-Community,Sex,Males,0.49525388,0.075304017,0,0,0
FR,W14,5-Community,Sex,Females,0.40513003,0.041095824,0,0,0
FR,W14,5-Community,Sex,Males,0.506831747,0.071388897,0,0,0
FR,W13,5-Community,Age group,18-29y,0.292717887,0.066627294,0,0,0
FR,W13,5-Community,Age group,30-39y,0.450521181,0.121350592,0,0,0
FR,W13,5-Community,Age group,40-49y,0.37468933,0.077920755,0,0,0
FR,W13,5-Community,Age group,50-59y,0.616908096,0.112384155,0,0,0
FR,W13,5-Community,Age group,60y+,0.506702333,0.06520924,0,0,1
FR,W14,5-Community,Age group,18-29y,0.368160065,0.067790541,0,0,0
FR,W14,5-Community,Age group,30-39y,0.559839927,0.121070581,0,0,0
FR,W14,5-Community,Age group,40-49y,0.581449235,0.129878611,0,0,0
FR,W14,5-Community,Age group,50-59y,0.423976867,0.073511758,0,0,1
FR,W14,5-Community,Age group,60y+,0.428973882,0.071207613,0,0,0
FR,W13,5-Community,HH size,1p,0.430022162,0.075693053,0,0,0
FR,W13,5-Community,HH size,2p,0.528806478,0.061705652,0,0,1
FR,W13,5-Community,HH size,3p,0.379996607,0.103902749,0,0,0
FR,W13,5-Community,HH size,4p,0.391048275,0.111236638,0,0,0
FR,W13,5-Community,HH size,5p,0.299262602,0.120196187,0,0,0
FR,W13,5-Community,HH size,6p+,0.183669181,0.177157676,0,0,0
FR,W14,5-Community,HH size,1p,0.442216098,0.075857872,0,0,0
FR,W14,5-Community,HH size,2p,0.438727969,0.063377164,0,0,0
FR,W14,5-Community,HH size,3p,0.484035034,0.106271066,0,0,0
FR,W14,5-Community,HH size,4p,0.475903415,0.116977437,0,0,0
FR,W14,5-Community,HH size,5p,0.30649341,0.169865437,0,0,0
FR,W14,5-Community,HH size,6p+,0.519161151,0.186209457,0,0,1
IT,W13,1-Overall,Sex,Females,2.530737109,0.084063475,1,2,3
IT,W13,1-Overall,Sex,Males,3.002329761,0.164038744,1,2,3
IT,W14,1-Overall,Sex,Females,2.40671154,0.106863289,1,2,3
IT,W14,1-Overall,Sex,Males,2.814423358,0.183952266,1,2,4
IT,W13,1-Overall,Age group,18-29y,2.956444795,0.198372834,1,2,3
IT,W13,1-Overall,Age group,30-39y,3.486289907,0.24880866,1,2,4
IT,W13,1-Overall,Age group,40-49y,3.313580108,0.230532679,1,2,4
IT,W13,1-Overall,Age group,50-59y,3.022476354,0.204286808,1,2,4
IT,W13,1-Overall,Age group,60y+,1.665529986,0.106567845,0,1,2
IT,W14,1-Overall,Age group,18-29y,3.102544226,0.152035866,2,3,4
IT,W14,1-Overall,Age group,30-39y,3.166841244,0.310910148,1,2,4
IT,W14,1-Overall,Age group,40-49y,3.099521563,0.304457324,1,2,4
IT,W14,1-Overall,Age group,50-59y,2.736042448,0.273165889,1,2,3
IT,W14,1-Overall,Age group,60y+,1.707256477,0.163915492,0,1,2
IT,W13,1-Overall,HH size,1p,1.589118786,0.16767748,0,1,2
IT,W13,1-Overall,HH size,2p,2.260262905,0.13955759,1,1,2
IT,W13,1-Overall,HH size,3p,3.157944255,0.163472314,2,2,3
IT,W13,1-Overall,HH size,4p,4.35609307,0.259216367,3,3,4
IT,W13,1-Overall,HH size,5p,4.38662405,0.393764223,4,4,4
IT,W13,1-Overall,HH size,6p+,3.2648302,1.181253659,0,3,4
IT,W14,1-Overall,HH size,1p,1.560004496,0.180108351,0,1,2
IT,W14,1-Overall,HH size,2p,2.235373509,0.154060846,1,1,3
IT,W14,1-Overall,HH size,3p,3.228373143,0.23407906,2,2,3
IT,W14,1-Overall,HH size,4p,3.716977316,0.30293214,3,3,4
IT,W14,1-Overall,HH size,5p,4.206084437,0.47228507,3,4,5
IT,W14,1-Overall,HH size,6p+,0.845783759,0.771040208,0,0,0
IT,W13,2-Home,Sex,Females,1.541521009,0.036801369,1,1,2
IT,W13,2-Home,Sex,Males,1.620552971,0.054071698,1,2,2
IT,W14,2-Home,Sex,Females,1.502541512,0.05234261,1,1,2
IT,W14,2-Home,Sex,Males,1.603591118,0.072188217,1,1,3
IT,W13,2-Home,Age group,18-29y,2.089446876,0.058173882,1,2,3
IT,W13,2-Home,Age group,30-39y,1.610740472,0.06050797,1,1,2
IT,W13,2-Home,Age group,40-49y,1.745631644,0.080061979,1,2,3
IT,W13,2-Home,Age group,50-59y,1.63686122,0.074300792,1,2,2
IT,W13,2-Home,Age group,60y+,1.09854058,0.061399434,0,1,2
IT,W14,2-Home,Age group,18-29y,2.273231697,0.069293527,1,2,3
IT,W14,2-Home,Age group,30-39y,1.667066954,0.091703478,1,1,2
IT,W14,2-Home,Age group,40-49y,1.602941874,0.106437619,1,2,2
IT,W14,2-Home,Age group,50-59y,1.357516299,0.107768966,0,1,2
IT,W14,2-Home,Age group,60y+,1.048786464,0.078958746,0,1,2
IT,W13,2-Home,HH size,1p,0.428234755,0.040641052,0,0,1
IT,W13,2-Home,HH size,2p,1.109192015,0.025774677,1,1,1
IT,W13,2-Home,HH size,3p,2.023110103,0.049850277,2,2,2
IT,W13,2-Home,HH size,4p,2.961990115,0.066974417,3,3,3
IT,W13,2-Home,HH size,5p,3.303860422,0.197408845,3,4,4
IT,W13,2-Home,HH size,6p+,2.371027004,0.800077872,0,3,4
IT,W14,2-Home,HH size,1p,0.529706938,0.061796533,0,0,1
IT,W14,2-Home,HH size,2p,1.128631718,0.044884127,1,1,1
IT,W14,2-Home,HH size,3p,2.101420625,0.061365251,2,2,2
IT,W14,2-Home,HH size,4p,2.865812431,0.112772199,3,3,3
IT,W14,2-Home,HH size,5p,3.236918319,0.303680011,3,4,4
IT,W14,2-Home,HH size,6p+,0.680897264,0.632229675,0,0,0
IT,W13,3-School,Sex,Females,0,0,0,0,0
IT,W13,3-School,Sex,Males,0,0,0,0,0
IT,W14,3-School,Sex,Females,0,0,0,0,0
IT,W14,3-School,Sex,Males,0,0,0,0,0
IT,W13,3-School,Age group,18-29y,0,0,0,0,0
IT,W13,3-School,Age group,30-39y,0,0,0,0,0
IT,W13,3-School,Age group,40-49y,0,0,0,0,0
IT,W13,3-School,Age group,50-59y,0,0,0,0,0
IT,W13,3-School,Age group,60y+,0,0,0,0,0
IT,W14,3-School,Age group,18-29y,0,0,0,0,0
IT,W14,3-School,Age group,30-39y,0,0,0,0,0
IT,W14,3-School,Age group,40-49y,0,0,0,0,0
IT,W14,3-School,Age group,50-59y,0,0,0,0,0
IT,W14,3-School,Age group,60y+,0,0,0,0,0
IT,W13,3-School,HH size,1p,0,0,0,0,0
IT,W13,3-School,HH size,2p,0,0,0,0,0
IT,W13,3-School,HH size,3p,0,0,0,0,0
IT,W13,3-School,HH size,4p,0,0,0,0,0
IT,W13,3-School,HH size,5p,0,0,0,0,0
IT,W13,3-School,HH size,6p+,0,0,0,0,0
IT,W14,3-School,HH size,1p,0,0,0,0,0
IT,W14,3-School,HH size,2p,0,0,0,0,0
IT,W14,3-School,HH size,3p,0,0,0,0,0
IT,W14,3-School,HH size,4p,0,0,0,0,0
IT,W14,3-School,HH size,5p,0,0,0,0,0
IT,W14,3-School,HH size,6p+,0,0,0,0,0
IT,W13,4-Work,Sex,Females,0.61838494,0.063733272,0,0,0
IT,W13,4-Work,Sex,Males,0.9137107,0.129416603,0,0,0
IT,W14,4-Work,Sex,Females,0.489592442,0.074148278,0,0,0
IT,W14,4-Work,Sex,Males,0.62166336,0.132774835,0,0,0
IT,W13,4-Work,Age group,18-29y,0.627656651,0.152634754,0,0,0
IT,W13,4-Work,Age group,30-39y,1.533074329,0.232846937,0,0,0
IT,W13,4-Work,Age group,40-49y,1.152941073,0.196143662,0,0,0
IT,W13,4-Work,Age group,50-59y,0.751991423,0.145219102,0,0,0
IT,W13,4-Work,Age group,60y+,0.142672391,0.050329886,0,0,0
IT,W14,4-Work,Age group,18-29y,0.408801193,0.107239334,0,0,0
IT,W14,4-Work,Age group,30-39y,1.045822259,0.279012223,0,0,0
IT,W14,4-Work,Age group,40-49y,0.881400154,0.220227896,0,0,0
IT,W14,4-Work,Age group,50-59y,0.800131735,0.186819895,0,0,0
IT,W14,4-Work,Age group,60y+,0.168177956,0.09703606,0,0,0
IT,W13,4-Work,HH size,1p,0.796339663,0.163569958,0,0,0
IT,W13,4-Work,HH size,2p,0.739098987,0.120675405,0,0,0
IT,W13,4-Work,HH size,3p,0.705042982,0.128539179,0,0,0
IT,W13,4-Work,HH size,4p,0.918028384,0.2018741,0,0,0
IT,W13,4-Work,HH size,5p,0.797525021,0.269961503,0,0,0
IT,W13,4-Work,HH size,6p+,0.233071691,0.151570615,0,0,0
IT,W14,4-Work,HH size,1p,0.55281491,0.153154861,0,0,0
IT,W14,4-Work,HH size,2p,0.512964444,0.104574193,0,0,0
IT,W14,4-Work,HH size,3p,0.774067,0.204222146,0,0,0
IT,W14,4-Work,HH size,4p,0.395848134,0.20481497,0,0,0
IT,W14,4-Work,HH size,5p,0.429515247,0.189562186,0,0,0
IT,W14,4-Work,HH size,6p+,0,0,0,0,0
IT,W13,5-Community,Sex,Females,0.429532884,0.031355686,0,0,0
IT,W13,5-Community,Sex,Males,0.497126085,0.054529249,0,0,0
IT,W14,5-Community,Sex,Females,0.445871209,0.037700864,0,0,0
IT,W14,5-Community,Sex,Males,0.671895443,0.072673837,0,0,1
IT,W13,5-Community,Age group,18-29y,0.238083285,0.034610821,0,0,0
IT,W13,5-Community,Age group,30-39y,0.377926276,0.047957768,0,0,0
IT,W13,5-Community,Age group,40-49y,0.50674068,0.069437082,0,0,0
IT,W13,5-Community,Age group,50-59y,0.716283462,0.093560096,0,0,1
IT,W13,5-Community,Age group,60y+,0.466994978,0.063156191,0,0,0
IT,W14,5-Community,Age group,18-29y,0.40908526,0.062705579,0,0,0
IT,W14,5-Community,Age group,30-39y,0.634095376,0.1181801,0,0,0.761218003
IT,W14,5-Community,Age group,40-49y,0.530635309,0.086025491,0,0,1
IT,W14,5-Community,Age group,50-59y,0.601421845,0.11676864,0,0,1
IT,W14,5-Community,Age group,60y+,0.595076247,0.072681215,0,0,1
IT,W13,5-Community,HH size,1p,0.462362623,0.061353829,0,0,0
IT,W13,5-Community,HH size,2p,0.448050922,0.050720191,0,0,0
IT,W13,5-Community,HH size,3p,0.441272693,0.050100828,0,0,0
IT,W13,5-Community,HH size,4p,0.56584926,0.108436267,0,0,0
IT,W13,5-Community,HH size,5p,0.350446376,0.127997113,0,0,0
IT,W13,5-Community,HH size,6p+,0.323795123,0.136478547,0,0,0
IT,W14,5-Community,HH size,1p,0.555512876,0.079824645,0,0,1
IT,W14,5-Community,HH size,2p,0.620820539,0.069558007,0,0,1
IT,W14,5-Community,HH size,3p,0.449078962,0.068305877,0,0,1
IT,W14,5-Community,HH size,4p,0.515400217,0.113811668,0,0,0
IT,W14,5-Community,HH size,5p,0.612425768,0.182989393,0,0,1
IT,W14,5-Community,HH size,6p+,0.48093269,0.341286506,0,0,0
NL,W14,1-Overall,Sex,Females,3.950861512,0.162854976,1,3,5
NL,W14,1-Overall,Sex,Males,4.559075811,0.259163741,1,3,6
NL,W14,1-Overall,Age group,18-29y,5.319943306,0.420867092,2,3,6
NL,W14,1-Overall,Age group,30-39y,3.941096093,0.449185535,1,2,4
NL,W14,1-Overall,Age group,40-49y,5.102211734,0.384655479,2,4,6
NL,W14,1-Overall,Age group,50-59y,5.289122249,0.364300965,2,3,7
NL,W14,1-Overall,Age group,60y+,2.781616697,0.15328,1,2,4
NL,W14,1-Overall,HH size,1p,2.977711489,0.285564701,0,1,3
NL,W14,1-Overall,HH size,2p,3.685851061,0.201694204,1,2,4
NL,W14,1-Overall,HH size,3p,5.057361163,0.416496054,2,3,6
NL,W14,1-Overall,HH size,4p,5.805288954,0.327940667,3,4,7
NL,W14,1-Overall,HH size,5p,6.382204385,0.867002517,4,4,7
NL,W14,1-Overall,HH size,6p+,7.957338077,3.443658647,1,3,9
NL,W14,2-Home,Sex,Females,1.596941987,0.039756699,1,1,3
NL,W14,2-Home,Sex,Males,1.591833363,0.067767736,1,1,3
NL,W14,2-Home,Age group,18-29y,1.990877394,0.100208747,1,2,3
NL,W14,2-Home,Age group,30-39y,1.60135373,0.11480349,1,1,3
NL,W14,2-Home,Age group,40-49y,2.066549551,0.108921434,1,2,3
NL,W14,2-Home,Age group,50-59y,1.601041045,0.071669468,1,1,2.783072525
NL,W14,2-Home,Age group,60y+,1.124814099,0.042091709,0,1,2
NL,W14,2-Home,HH size,1p,0.550752406,0.048652416,0,0,1
NL,W14,2-Home,HH size,2p,1.191404443,0.032240763,1,1,1
NL,W14,2-Home,HH size,3p,2.070096276,0.05777939,2,2,3
NL,W14,2-Home,HH size,4p,3.127362506,0.068773698,3,3,4
NL,W14,2-Home,HH size,5p,3.336939148,0.205652833,4,4,4
NL,W14,2-Home,HH size,6p+,2.510571168,0.381383118,1,3,4
NL,W14,3-School,Sex,Females,0,0,0,0,0
NL,W14,3-School,Sex,Males,0,0,0,0,0
NL,W14,3-School,Age group,18-29y,0,0,0,0,0
NL,W14,3-School,Age group,30-39y,0,0,0,0,0
NL,W14,3-School,Age group,40-49y,0,0,0,0,0
NL,W14,3-School,Age group,50-59y,0,0,0,0,0
NL,W14,3-School,Age group,60y+,0,0,0,0,0
NL,W14,3-School,HH size,1p,0,0,0,0,0
NL,W14,3-School,HH size,2p,0,0,0,0,0
NL,W14,3-School,HH size,3p,0,0,0,0,0
NL,W14,3-School,HH size,4p,0,0,0,0,0
NL,W14,3-School,HH size,5p,0,0,0,0,0
NL,W14,3-School,HH size,6p+,0,0,0,0,0
NL,W14,4-Work,Sex,Females,1.640728097,0.146108552,0,0,0
NL,W14,4-Work,Sex,Males,2.248819646,0.21491749,0,0,2
NL,W14,4-Work,Age group,18-29y,2.464729807,0.338962565,0,0,2
NL,W14,4-Work,Age group,30-39y,1.834835982,0.386735084,0,0,0
NL,W14,4-Work,Age group,40-49y,2.383520563,0.339078478,0,0,2.41375227
NL,W14,4-Work,Age group,50-59y,3.006656927,0.331484952,0,0,4
NL,W14,4-Work,Age group,60y+,0.824932573,0.126216371,0,0,0
NL,W14,4-Work,HH size,1p,1.513133816,0.241593443,0,0,0
NL,W14,4-Work,HH size,2p,1.588641178,0.170891448,0,0,0
NL,W14,4-Work,HH size,3p,2.514762643,0.363173219,0,0,2
NL,W14,4-Work,HH size,4p,1.983905826,0.285600609,0,0,1
NL,W14,4-Work,HH size,5p,2.525960521,0.651235047,0,0,3
NL,W14,4-Work,HH size,6p+,4.295210914,1.536249148,0,0,5
NL,W14,5-Community,Sex,Females,0.924622802,0.047618942,0,0,1
NL,W14,5-Community,Sex,Males,0.96016274,0.070762324,0,0,2
NL,W14,5-Community,Age group,18-29y,0.998224802,0.105597904,0,0,2
NL,W14,5-Community,Age group,30-39y,0.834073948,0.126356928,0,0,1
NL,W14,5-Community,Age group,40-49y,0.955795902,0.122162916,0,0,1.76677966
NL,W14,5-Community,Age group,50-59y,0.985028147,0.086647573,0,0,2
NL,W14,5-Community,Age group,60y+,0.908680822,0.05561979,0,0,1.251358194
NL,W14,5-Community,HH size,1p,1.007143947,0.088242659,0,0,2
NL,W14,5-Community,HH size,2p,0.932633889,0.058312294,0,0,1
NL,W14,5-Community,HH size,3p,0.978780253,0.120591963,0,0,1
NL,W14,5-Community,HH size,4p,0.882843434,0.108952124,0,0,2
NL,W14,5-Community,HH size,5p,0.872939814,0.191280425,0,0,2
NL,W14,5-Community,HH size,6p+,1.082269258,0.407519589,0,0,1
UK,W13,1-Overall,Sex,Females,2.931304713,0.100717361,1,2,4
UK,W13,1-Overall,Sex,Males,3.436346283,0.196520605,1,2,4
UK,W14,1-Overall,Sex,Females,2.521698251,0.127929448,1,2,3
UK,W14,1-Overall,Sex,Males,2.498591346,0.163397687,1,2,3
UK,W13,1-Overall,Age group,18-29y,3.864870298,0.390439792,1,2,4
UK,W13,1-Overall,Age group,30-39y,3.868689381,0.306702404,1,3,4
UK,W13,1-Overall,Age group,40-49y,3.625027672,0.275905686,1,3,4
UK,W13,1-Overall,Age group,50-59y,3.359282725,0.19740212,1,2,4
UK,W13,1-Overall,Age group,60y+,2.10106121,0.080539556,1,1,3
UK,W14,1-Overall,Age group,18-29y,2.877031891,0.298635479,1,2,3
UK,W14,1-Overall,Age group,30-39y,2.910971029,0.268653537,1,3,4
UK,W14,1-Overall,Age group,40-49y,2.658947106,0.266463442,1,2,3.261414749
UK,W14,1-Overall,Age group,50-59y,3.085060724,0.272304637,1,2,4
UK,W14,1-Overall,Age group,60y+,1.834798275,0.119584768,1,1,2
UK,W13,1-Overall,HH size,1p,1.972003464,0.215484,0,1,2
UK,W13,1-Overall,HH size,2p,2.722281871,0.14367894,1,1,3
UK,W13,1-Overall,HH size,3p,3.683713959,0.231294235,2,2,4
UK,W13,1-Overall,HH size,4p,5.023781605,0.373336058,3,3,5
UK,W13,1-Overall,HH size,5p,4.746375281,0.4093429,4,4,5
UK,W13,1-Overall,HH size,6p+,6.034000245,2.209522485,1,4,8
UK,W14,1-Overall,HH size,1p,1.442992456,0.183736963,0,1,2
UK,W14,1-Overall,HH size,2p,2.067609152,0.14494937,1,1,2
UK,W14,1-Overall,HH size,3p,3.280161847,0.261939026,2,3,3
UK,W14,1-Overall,HH size,4p,3.812062782,0.294060591,3,3,4
UK,W14,1-Overall,HH size,5p,4.599398489,0.457350452,4,4,4
UK,W14,1-Overall,HH size,6p+,2.079149416,1.34169336,0,0,3
UK,W13,2-Home,Sex,Females,1.580094357,0.031599515,1,1,2
UK,W13,2-Home,Sex,Males,1.430686617,0.04618553,1,1,2
UK,W14,2-Home,Sex,Females,1.49782456,0.049208574,1,1,2
UK,W14,2-Home,Sex,Males,1.452241861,0.079201389,1,1,2
UK,W13,2-Home,Age group,18-29y,1.824149081,0.08770548,1,2,3
UK,W13,2-Home,Age group,30-39y,1.766742827,0.071547418,1,1,3
UK,W13,2-Home,Age group,40-49y,1.750969167,0.078866055,1,2,3
UK,W13,2-Home,Age group,50-59y,1.496757891,0.05123976,1,1,2
UK,W13,2-Home,Age group,60y+,1.066182347,0.029234653,0,1,1
UK,W14,2-Home,Age group,18-29y,1.976947794,0.135268173,1,2,3
UK,W14,2-Home,Age group,30-39y,1.942781395,0.135096306,1,2,3
UK,W14,2-Home,Age group,40-49y,1.4968343,0.12265801,0,1,2
UK,W14,2-Home,Age group,50-59y,1.507984335,0.078087349,1,1,2
UK,W14,2-Home,Age group,60y+,1.028113444,0.044767206,0,1,1
UK,W13,2-Home,HH size,1p,0.386446239,0.040639224,0,0,1
UK,W13,2-Home,HH size,2p,1.110157819,0.018070355,1,1,1
UK,W13,2-Home,HH size,3p,2.079333484,0.042472465,2,2,2
UK,W13,2-Home,HH size,4p,2.9594046,0.054258768,3,3,3
UK,W13,2-Home,HH size,5p,3.264913786,0.185800875,3,4,4
UK,W13,2-Home,HH size,6p+,2.594714818,0.408530413,1,3,4
UK,W14,2-Home,HH size,1p,0.363132547,0.049364348,0,0,1
UK,W14,2-Home,HH size,2p,1.064278572,0.024773804,1,1,1
UK,W14,2-Home,HH size,3p,2.152043268,0.051133671,2,2,2
UK,W14,2-Home,HH size,4p,2.838130196,0.125053627,3,3,3
UK,W14,2-Home,HH size,5p,3.622681379,0.183078319,4,4,4
UK,W14,2-Home,HH size,6p+,1.751401941,1.083038045,0,0,2
UK,W13,3-School,Sex,Females,0,0,0,0,0
UK,W13,3-School,Sex,Males,0,0,0,0,0
UK,W14,3-School,Sex,Females,0,0,0,0,0
UK,W14,3-School,Sex,Males,0,0,0,0,0
UK,W13,3-School,Age group,18-29y,0,0,0,0,0
UK,W13,3-School,Age group,30-39y,0,0,0,0,0
UK,W13,3-School,Age group,40-49y,0,0,0,0,0
UK,W13,3-School,Age group,50-59y,0,0,0,0,0
UK,W13,3-School,Age group,60y+,0,0,0,0,0
UK,W14,3-School,Age group,18-29y,0,0,0,0,0
UK,W14,3-School,Age group,30-39y,0,0,0,0,0
UK,W14,3-School,Age group,40-49y,0,0,0,0,0
UK,W14,3-School,Age group,50-59y,0,0,0,0,0
UK,W14,3-School,Age group,60y+,0,0,0,0,0
UK,W13,3-School,HH size,1p,0,0,0,0,0
UK,W13,3-School,HH size,2p,0,0,0,0,0
UK,W13,3-School,HH size,3p,0,0,0,0,0
UK,W13,3-School,HH size,4p,0,0,0,0,0
UK,W13,3-School,HH size,5p,0,0,0,0,0
UK,W13,3-School,HH size,6p+,0,0,0,0,0
UK,W14,3-School,HH size,1p,0,0,0,0,0
UK,W14,3-School,HH size,2p,0,0,0,0,0
UK,W14,3-School,HH size,3p,0,0,0,0,0
UK,W14,3-School,HH size,4p,0,0,0,0,0
UK,W14,3-School,HH size,5p,0,0,0,0,0
UK,W14,3-School,HH size,6p+,0,0,0,0,0
UK,W13,4-Work,Sex,Females,0.884803709,0.087929921,0,0,0
UK,W13,4-Work,Sex,Males,1.355633499,0.166095022,0,0,0
UK,W14,4-Work,Sex,Females,0.570738073,0.099593232,0,0,0
UK,W14,4-Work,Sex,Males,0.571870769,0.155443237,0,0,0
UK,W13,4-Work,Age group,18-29y,1.58191399,0.343488716,0,0,0
UK,W13,4-Work,Age group,30-39y,1.479009023,0.246050874,0,0,0
UK,W13,4-Work,Age group,40-49y,1.554281779,0.252497455,0,0,0
UK,W13,4-Work,Age group,50-59y,1.238886936,0.166852976,0,0,0
UK,W13,4-Work,Age group,60y+,0.344885592,0.055369283,0,0,0
UK,W14,4-Work,Age group,18-29y,0.737190129,0.329241263,0,0,0
UK,W14,4-Work,Age group,30-39y,0.483691469,0.182629681,0,0,0
UK,W14,4-Work,Age group,40-49y,0.73254268,0.209110852,0,0,0
UK,W14,4-Work,Age group,50-59y,0.827031308,0.215189093,0,0,0
UK,W14,4-Work,Age group,60y+,0.309668145,0.085446382,0,0,0
UK,W13,4-Work,HH size,1p,0.882356238,0.177583332,0,0,0
UK,W13,4-Work,HH size,2p,1.001245878,0.130485216,0,0,0
UK,W13,4-Work,HH size,3p,1.258516477,0.223789611,0,0,0
UK,W13,4-Work,HH size,4p,1.665018534,0.336255691,0,0,0
UK,W13,4-Work,HH size,5p,1.004114386,0.302696864,0,0,0
UK,W13,4-Work,HH size,6p+,0.839972511,0.415639513,0,0,0
UK,W14,4-Work,HH size,1p,0.52825374,0.160160562,0,0,0
UK,W14,4-Work,HH size,2p,0.532899232,0.117079999,0,0,0
UK,W14,4-Work,HH size,3p,0.513777934,0.213914503,0,0,0
UK,W14,4-Work,HH size,4p,0.509855679,0.203629254,0,0,0
UK,W14,4-Work,HH size,5p,0.628142534,0.317868188,0,0,0
UK,W14,4-Work,HH size,6p+,2.505882914,1.631198386,0,0,0
UK,W13,5-Community,Sex,Females,0.624706211,0.032936644,0,0,1
UK,W13,5-Community,Sex,Males,0.712287983,0.053563186,0,0,1
UK,W14,5-Community,Sex,Females,0.519684309,0.045959096,0,0,0
UK,W14,5-Community,Sex,Males,0.655712241,0.077171359,0,0,1
UK,W13,5-Community,Age group,18-29y,0.408861749,0.066242674,0,0,0
UK,W13,5-Community,Age group,30-39y,0.724694736,0.091527736,0,0,1
UK,W13,5-Community,Age group,40-49y,0.720315827,0.086420405,0,0,1
UK,W13,5-Community,Age group,50-59y,0.676171243,0.059253256,0,0,1
UK,W13,5-Community,Age group,60y+,0.726551447,0.042288592,0,0,1
UK,W14,5-Community,Age group,18-29y,0.505466552,0.124251804,0,0,1
UK,W14,5-Community,Age group,30-39y,0.681057363,0.14632079,0,0,1
UK,W14,5-Community,Age group,40-49y,0.524859748,0.103993819,0,0,0
UK,W14,5-Community,Age group,50-59y,0.702201806,0.092066807,0,0,1
UK,W14,5-Community,Age group,60y+,0.541549706,0.055675792,0,0,1
UK,W13,5-Community,HH size,1p,0.685479846,0.066156542,0,0,1
UK,W13,5-Community,HH size,2p,0.682333068,0.043647182,0,0,1
UK,W13,5-Community,HH size,3p,0.595075428,0.072457702,0,0,1
UK,W13,5-Community,HH size,4p,0.665600742,0.095612359,0,0,1
UK,W13,5-Community,HH size,5p,0.597280701,0.126860508,0,0,1
UK,W13,5-Community,HH size,6p+,0.81547495,0.325521885,0,0,0
UK,W14,5-Community,HH size,1p,0.611168421,0.091718,0,0,1
UK,W14,5-Community,HH size,2p,0.543194839,0.061584477,0,0,1
UK,W14,5-Community,HH size,3p,0.650552356,0.119550457,0,0,1
UK,W14,5-Community,HH size,4p,0.451871829,0.09285553,0,0,0
UK,W14,5-Community,HH size,5p,0.43180259,0.142056937,0,0,1
UK,W14,5-Community,HH size,6p+,0.986056388,0.382214634,0,0,2
US,W13,1-Overall,Sex,Females,3.503936664,0.116866171,1,2,4
US,W13,1-Overall,Sex,Males,4.348997959,0.255170043,1,3,5
US,W14,1-Overall,Sex,Females,3.312347565,0.113315919,1,2,4
US,W14,1-Overall,Sex,Males,3.934557612,0.265777813,1,2,4.588350505
US,W13,1-Overall,Age group,18-29y,4.452434219,0.37006073,1,3,5
US,W13,1-Overall,Age group,30-39y,4.693572833,0.335156114,2,3,5.767614059
US,W13,1-Overall,Age group,40-49y,4.687252004,0.493154119,1,3,5
US,W13,1-Overall,Age group,50-59y,4.088168492,0.233598519,1,3,5
