RespondentID,agecat,household_N,conversation_N,language,conv_no_mask,date,natcat,place_of_contact
11508298543,35-44,1,4,FR,,16-Apr-20,LU,-work
11508299598,55-64,0,0,FR,,16-Apr-20,LU,-supermarket
11508300717,25-34,3,0,FR,,16-Apr-20,PT,
11508302110,35-44,0,5,FR,,16-Apr-20,FR,-other
11508302840,35-44,5 ou plus,2,FR,,16-Apr-20,LU,-fun
11508305677,25-34,0,0,FR,,16-Apr-20,LU,-supermarket
11508306124,18-24,4,0,FR,,16-Apr-20,LU,
11508307018,55-64,1,0,FR,,16-Apr-20,LU,
11508307544,45-54,2,1,FR,,16-Apr-20,FR,-home
11508308662,45-54,0,0,FR,,16-Apr-20,FR,-supermarket
11508311112,25-34,1,0,FR,,16-Apr-20,FR,
11508315287,55-64,1,0,FR,,16-Apr-20,LU,-other
11508323785,45-54,1,0,FR,,16-Apr-20,FR,
11508331254,45-54,4,1,FR,,16-Apr-20,others,-fun
11508340375,35-44,2,0,FR,,16-Apr-20,BE,-supermarket
11508342972,55-64,1,3,FR,,16-Apr-20,BE,
11508343535,45-54,2,2,FR,,16-Apr-20,PT,-other
11508344385,25-34,5 ou plus,0,FR,,16-Apr-20,PT,-supermarket
11508344980,35-44,4,1,FR,,16-Apr-20,FR,-other
11508347313,65-74,2,0,FR,,16-Apr-20,LU,
11508349451,35-44,3,0,FR,,16-Apr-20,PT,
11508352871,45-54,3,0,FR,,16-Apr-20,BE,
11508355876,45-54,5 ou plus,0,FR,,16-Apr-20,BE,
11508358562,55-64,3,0,FR,,16-Apr-20,LU,
11508361770,55-64,0,0,FR,,16-Apr-20,LU,
11508363893,35-44,1,1,FR,,16-Apr-20,LU,-other
11508366267,35-44,4,1,FR,,16-Apr-20,FR,-supermarket
11508369606,55-64,1,3,FR,,16-Apr-20,LU,-home
11508372866,55-64,1,0,FR,,16-Apr-20,LU,-home
11508380345,45-54,4,10 ou plus,FR,,16-Apr-20,LU,-work
11508390384,25-34,5 ou plus,0,FR,,16-Apr-20,LU,-supermarket
11508391332,35-44,0,0,FR,,16-Apr-20,LU,
11508399806,45-54,3,2,FR,,16-Apr-20,BE,-other
11508404114,55-64,2,0,FR,,16-Apr-20,FR,-supermarket
11508405230,55-64,2,0,FR,,16-Apr-20,LU,-supermarket
11508406488,35-44,1,2,FR,,16-Apr-20,LU,-supermarket
11508406842,25-34,0,1,FR,,16-Apr-20,LU,-other
11508418772,55-64,1,1,FR,,16-Apr-20,LU,-home
11508422661,35-44,1,1,FR,,16-Apr-20,BE,-other
11508427210,65-74,1,0,FR,,16-Apr-20,BE,
11508435834,55-64,2,0,FR,,16-Apr-20,BE,-supermarket
11508440552,45-54,2,3,FR,,16-Apr-20,LU,-work
11508446631,65-74,2,0,FR,,16-Apr-20,LU,-supermarket
11508455829,55-64,2,0,FR,,16-Apr-20,others,
11508469837,45-54,4,0,FR,,16-Apr-20,FR,-home
11508470288,35-44,0,0,FR,,16-Apr-20,PT,
11508470655,18-24,1,1,FR,,16-Apr-20,PT,-home
11508471540,35-44,3,0,FR,,16-Apr-20,FR,
11508474492,45-54,4,0,FR,,16-Apr-20,LU,
11508479283,45-54,2,2,FR,,16-Apr-20,LU,-supermarket
11508484179,25-34,5 ou plus,0,FR,,16-Apr-20,LU,-supermarket
11508484554,35-44,5 ou plus,0,FR,,16-Apr-20,LU,
11508487975,35-44,4,0,FR,,16-Apr-20,PT,-work
11508492639,25-34,1,0,FR,,16-Apr-20,FR,
11508496339,35-44,1,0,FR,,16-Apr-20,FR,-work
11508497479,45-54,2,2,FR,,16-Apr-20,others,-fun
11508498130,45-54,0,10 ou plus,FR,,16-Apr-20,FR,-work
11508498151,45-54,4,1,FR,,16-Apr-20,FR,-home
11508505079,45-54,1,1,FR,,16-Apr-20,IT,-other
11508508820,45-54,4,0,FR,,16-Apr-20,others,-supermarket
11508519824,45-54,3,0,FR,,16-Apr-20,LU,
11508522397,45-54,3,2,FR,,16-Apr-20,LU,-supermarket
11508536157,35-44,5 ou plus,1,FR,,16-Apr-20,FR,-supermarket
11508549191,18-24,4,0,FR,,16-Apr-20,PT,
11508549934,55-64,3,3,FR,,16-Apr-20,FR,-other
11508553079,35-44,4,0,FR,,16-Apr-20,others,-supermarket
11508557357,18-24,3,0,FR,,16-Apr-20,LU,-home
11508563874,65-74,0,0,FR,,16-Apr-20,BE,-home
11508571866,35-44,4,0,FR,,16-Apr-20,BE,
11508572721,45-54,2,0,FR,,16-Apr-20,BE,
11508582419,35-44,2,0,FR,,16-Apr-20,FR,
11508588498,65-74,1,0,FR,,16-Apr-20,FR,
11508593437,45-54,3,2,FR,,16-Apr-20,LU,-supermarket
11508598532,65-74,1,0,FR,,16-Apr-20,FR,
11508608018,65-74,0,2,FR,,16-Apr-20,IT,-other
11508637782,35-44,1,0,FR,,16-Apr-20,LU,
11508638416,35-44,3,0,FR,,16-Apr-20,FR,
11508642537,18-24,4,10 ou plus,FR,,16-Apr-20,LU,-other
11508646156,35-44,2,0,FR,,16-Apr-20,FR,
11508650744,55-64,2,1,FR,,16-Apr-20,FR,-fun
11508652180,55-64,4,0,FR,,16-Apr-20,LU,
11508654492,65-74,2,0,FR,,16-Apr-20,BE,
11508657939,35-44,1,0,FR,,16-Apr-20,FR,
11508664584,35-44,5 ou plus,0,FR,,16-Apr-20,LU,
11508669972,25-34,3,0,FR,,16-Apr-20,PT,
11508697923,45-54,5 ou plus,2,FR,,16-Apr-20,LU,-other
11508699805,35-44,5 ou plus,0,FR,,16-Apr-20,LU,-fun
11508708646,35-44,4,0,FR,,16-Apr-20,others,-supermarket
11508747706,35-44,0,0,FR,,16-Apr-20,FR,-supermarket
11508754680,25-34,2,10 ou plus,FR,,16-Apr-20,PT,-work
11508759705,35-44,2,9-Jun,FR,,16-Apr-20,,-supermarket
11508774993,25-34,0,0,FR,,16-Apr-20,FR,
11508776401,25-34,0,0,FR,,16-Apr-20,FR,
11508794760,35-44,0,0,FR,,16-Apr-20,PT,-supermarket
11508799795,55-64,1,1,FR,,16-Apr-20,LU,-other
11508817619,35-44,2,0,FR,,16-Apr-20,FR,
11508824333,45-54,2,3,FR,,16-Apr-20,LU,-work
11508829115,35-44,0,0,FR,,16-Apr-20,FR,-other
11508830653,45-54,4,2,FR,,16-Apr-20,BE,-supermarket
11508831105,25-34,2,10 ou plus,FR,,16-Apr-20,BE,-work
11508841618,35-44,5 ou plus,4,FR,,16-Apr-20,PT,-work
11508842285,45-54,1,0,FR,,16-Apr-20,PT,-supermarket
11508863536,35-44,4,0,FR,,16-Apr-20,others,
11508869314,45-54,0,3,FR,,16-Apr-20,LU,-other
11508877008,35-44,1,0,FR,,16-Apr-20,FR,
11508879400,55-64,4,1,FR,,16-Apr-20,LU,-work
11508887868,35-44,0,0,FR,,16-Apr-20,LU,
11508888711,45-54,4,10 ou plus,FR,,16-Apr-20,LU,-other
11508891993,35-44,2,0,FR,,16-Apr-20,FR,-other
11508894489,45-54,4,0,FR,,16-Apr-20,BE,
11508896826,25-34,3,1,FR,,16-Apr-20,BE,-supermarket
11508902210,45-54,3,0,FR,,16-Apr-20,LU,
11508902653,45-54,3,0,FR,,16-Apr-20,FR,-other
11508904779,18-24,2,0,FR,,16-Apr-20,LU,
11508927514,45-54,3,1,FR,,16-Apr-20,BE,-supermarket
11508931938,55-64,1,2,FR,,16-Apr-20,LU,-work
11508932991,45-54,3,1,FR,,16-Apr-20,LU,-supermarket
11508933050,25-34,4,0,FR,,16-Apr-20,LU,
11508944986,55-64,2,0,FR,,16-Apr-20,FR,-supermarket
11508951299,55-64,2,1,FR,,16-Apr-20,FR,-work
11508956543,55-64,2,0,FR,,16-Apr-20,IT,-supermarket
11508967974,45-54,3,1,FR,,16-Apr-20,BE,-fun
11508985618,45-54,1,2,FR,,16-Apr-20,DE,-supermarket
11508986326,18-24,2,0,FR,,16-Apr-20,LU,
11509025235,45-54,0,0,FR,,16-Apr-20,BE,
11509027766,45-54,3,1,FR,,16-Apr-20,FR,-supermarket
11509042432,25-34,2,1,FR,,16-Apr-20,LU,-supermarket
11509042997,45-54,4,0,FR,,16-Apr-20,PT,-work
11509055812,18-24,4,0,FR,,16-Apr-20,IT,
11509060912,18-24,2,4,FR,,16-Apr-20,BE,-work
11509061577,18-24,2,4,FR,,16-Apr-20,BE,-work
11509061680,35-44,2,1,FR,,16-Apr-20,BE,-supermarket
11509076286,18-24,2,0,FR,,16-Apr-20,LU,
11509102756,18-24,2,0,FR,,16-Apr-20,BE,
11509103527,45-54,1,1,FR,,16-Apr-20,others,-other
11509111997,45-54,2,0,FR,,16-Apr-20,others,
11509115898,45-54,1,1,FR,,16-Apr-20,LU,-home
11509117372,45-54,0,0,FR,,16-Apr-20,LU,-supermarket
11509146253,45-54,3,2,FR,,16-Apr-20,FR,-supermarket
11509155363,35-44,0,0,FR,,16-Apr-20,BE,-supermarket
11509162481,55-64,1,0,FR,,16-Apr-20,IT,
11509168249,55-64,2,1,FR,,16-Apr-20,others,-other
11509168579,25-34,3,1,FR,,16-Apr-20,PT,-home
11509174704,25-34,1,5,FR,,16-Apr-20,LU,-work
11509177662,18-24,2,10 ou plus,FR,,16-Apr-20,LU,-work
11509199426,25-34,2,2,FR,,16-Apr-20,BE,-other
11509214404,45-54,3,4,FR,,16-Apr-20,LU,-supermarket
11509214792,25-34,1,0,FR,,16-Apr-20,BE,-supermarket
11509217769,45-54,4,0,FR,,16-Apr-20,LU,-supermarket
11509227269,55-64,2,0,FR,,16-Apr-20,FR,
11509228235,25-34,3,3,FR,,16-Apr-20,FR,-other
11509235681,45-54,0,0,FR,,16-Apr-20,FR,-other
11509247788,25-34,3,1,FR,,16-Apr-20,LU,-home
11509252114,35-44,2,1,FR,,16-Apr-20,FR,-supermarket
11509257819,55-64,5 ou plus,0,FR,,16-Apr-20,LU,
11509265334,45-54,3,0,FR,,16-Apr-20,LU,-fun
11509271572,55-64,2,0,FR,,16-Apr-20,LU,-fun
11509272011,35-44,3,0,FR,,16-Apr-20,LU,-home
11509281055,45-54,1,0,FR,,16-Apr-20,LU,
11509286654,25-34,2,1,FR,,16-Apr-20,LU,-home
11509289221,45-54,4,10 ou plus,FR,,16-Apr-20,others,-work
11509294526,45-54,0,5,FR,,16-Apr-20,FR,-fun
11509342488,35-44,1,0,FR,,16-Apr-20,PT,
11509345998,35-44,4,2,FR,,16-Apr-20,FR,-fun
11509357769,45-54,2,0,FR,,16-Apr-20,FR,-supermarket
11509365840,65-74,2,0,FR,,16-Apr-20,LU,
11509373273,25-34,3,0,FR,,16-Apr-20,BE,-other
11509391619,35-44,4,0,FR,,16-Apr-20,LU,
11509397751,35-44,4,0,FR,,16-Apr-20,FR,
11509401713,45-54,5 ou plus,10 ou plus,FR,,16-Apr-20,IT,-supermarket
11509415712,25-34,2,0,FR,,16-Apr-20,others,-other
11509445700,25-34,5 ou plus,1,FR,,16-Apr-20,LU,-fun
11509449842,35-44,5 ou plus,1,FR,,16-Apr-20,LU,-other
11509491151,45-54,2,0,FR,,16-Apr-20,PT,
11509508270,45-54,3,3,FR,,16-Apr-20,BE,-work
11509516859,55-64,3,1,FR,,16-Apr-20,FR,-supermarket
11509542283,25-34,2,2,FR,,16-Apr-20,LU,-home
11509573276,55-64,0,0,FR,,16-Apr-20,IT,
11509588978,45-54,3,0,FR,,16-Apr-20,others,
11509628793,55-64,0,0,FR,,16-Apr-20,LU,-supermarket
11509650806,45-54,3,0,FR,,16-Apr-20,LU,
11509654864,55-64,2,3,FR,,16-Apr-20,LU,-other
11509675143,35-44,0,0,FR,,16-Apr-20,BE,
11509679051,25-34,1,0,FR,,16-Apr-20,PT,
11509688838,45-54,5 ou plus,10 ou plus,FR,,16-Apr-20,LU,-work
11509699351,25-34,1,4,FR,,16-Apr-20,LU,-home
11509708374,45-54,3,0,FR,,16-Apr-20,LU,
11509755878,55-64,0,1,FR,,16-Apr-20,FR,-fun
11509766230,45-54,2,0,FR,,16-Apr-20,FR,-other
11509785807,35-44,3,1,FR,,16-Apr-20,PT,-supermarket
11509809505,25-34,1,1,FR,,16-Apr-20,LU,-fun
11509826398,45-54,1,1,FR,,16-Apr-20,FR,-supermarket
11509833459,25-34,3,5,FR,,16-Apr-20,LU,-home
11509851307,35-44,5 ou plus,9-Jun,FR,,16-Apr-20,PT,-work
11509854005,35-44,3,5,FR,,16-Apr-20,PT,-work
11509875204,55-64,3,0,FR,,16-Apr-20,LU,
11509882944,35-44,4,1,FR,,16-Apr-20,LU,-other
11509944041,25-34,1,0,FR,,16-Apr-20,BE,
11509957964,35-44,4,1,FR,,16-Apr-20,FR,-home
11509964978,55-64,1,2,FR,,16-Apr-20,LU,-fun
11509975760,55-64,0,1,FR,,16-Apr-20,LU,-other
11510007374,55-64,1,0,FR,,16-Apr-20,LU,
11510010468,45-54,1,3,FR,,16-Apr-20,LU,-fun
11510028974,45-54,3,0,FR,,16-Apr-20,LU,
11510055214,55-64,1,3,FR,,16-Apr-20,PT,-supermarket
11510064158,25-34,5 ou plus,2,FR,,16-Apr-20,FR,-home
11510099915,45-54,5 ou plus,0,FR,,16-Apr-20,LU,
11510113213,25-34,4,2,FR,,16-Apr-20,PT,-home
11510113996,45-54,2,10 ou plus,FR,,16-Apr-20,BE,-work
11510114609,35-44,4,0,FR,,16-Apr-20,LU,
11510122738,35-44,2,0,FR,,16-Apr-20,LU,
11510137157,35-44,4,1,FR,,16-Apr-20,PT,-supermarket
11510149853,25-34,1,0,FR,,16-Apr-20,FR,-work
11510173592,25-34,3,1,FR,,16-Apr-20,BE,-other
11510177180,35-44,4,0,FR,,16-Apr-20,LU,
11510178898,25-34,0,2,FR,,16-Apr-20,LU,-supermarket
11510218184,25-34,0,10 ou plus,FR,,16-Apr-20,LU,-work
11510226041,35-44,4,1,FR,,16-Apr-20,PT,-work
11510237278,45-54,4,2,FR,,16-Apr-20,LU,-work
11510242639,45-54,4,0,FR,,16-Apr-20,LU,
11510245778,35-44,2,1,FR,,16-Apr-20,BE,-fun
11510246884,25-34,1,0,FR,,16-Apr-20,LU,-work
11510268538,65-74,2,0,FR,,16-Apr-20,BE,
11510282222,35-44,4,0,FR,,16-Apr-20,PT,
11510289877,35-44,2,1,FR,,16-Apr-20,IT,-supermarket
11510298895,55-64,2,2,FR,,16-Apr-20,LU,-other
11510301432,35-44,2,0,FR,,16-Apr-20,FR,
11510332933,55-64,0,1,FR,,16-Apr-20,LU,-home
11510338648,35-44,3,0,FR,,16-Apr-20,LU,
11510340339,45-54,2,9-Jun,FR,,16-Apr-20,LU,-other
11510375862,25-34,0,1,FR,,16-Apr-20,FR,-work
11510380938,45-54,1,1,FR,,16-Apr-20,BE,-other
11510398950,45-54,4,0,FR,,16-Apr-20,LU,
11510402564,55-64,2,0,FR,,16-Apr-20,LU,-home
11510409579,45-54,0,0,FR,,16-Apr-20,BE,
11510427218,35-44,2,3,FR,,16-Apr-20,FR,-supermarket
11510429418,25-34,3,3,FR,,16-Apr-20,PT,-home
11510440881,35-44,0,0,FR,,16-Apr-20,LU,
11510441836,35-44,0,0,FR,,16-Apr-20,LU,
11510450572,35-44,1,0,FR,,16-Apr-20,FR,-work
11510453348,35-44,4,0,FR,,16-Apr-20,FR,
11510465612,45-54,3,1,FR,,16-Apr-20,LU,-supermarket
11510473953,25-34,3,10 ou plus,FR,,16-Apr-20,BE,-work
11510474329,25-34,1,0,FR,,16-Apr-20,LU,-supermarket
11510514454,35-44,3,0,FR,,16-Apr-20,PT,
11510520696,25-34,1,10 ou plus,FR,,16-Apr-20,FR,-work
11510522849,35-44,5 ou plus,10 ou plus,FR,,16-Apr-20,LU,-home
11510533753,35-44,1,2,FR,,16-Apr-20,BE,-supermarket
11510546320,35-44,2,1,FR,,16-Apr-20,LU,-supermarket
11510548037,35-44,3,0,FR,,16-Apr-20,IT,
11510550967,35-44,5 ou plus,0,FR,,16-Apr-20,LU,
11510555534,25-34,5 ou plus,0,FR,,16-Apr-20,others,
11510565787,65-74,1,0,FR,,16-Apr-20,LU,-supermarket
11510567364,65-74,1,0,FR,,16-Apr-20,LU,-supermarket
11510573419,45-54,0,0,FR,,16-Apr-20,BE,-other
11510588446,55-64,4,0,FR,,16-Apr-20,IT,
11510594789,45-54,4,4,FR,,16-Apr-20,LU,-work
11510607507,25-34,5 ou plus,1,FR,,16-Apr-20,PT,-home
11510614420,65-74,0,0,FR,,16-Apr-20,FR,
11510617163,35-44,2,1,FR,,16-Apr-20,LU,-other
11510621578,35-44,2,2,FR,,16-Apr-20,LU,-other
11510627512,25-34,4,0,FR,,16-Apr-20,BE,
11510639889,25-34,0,9-Jun,FR,,16-Apr-20,FR,-work
11510645368,55-64,3,0,FR,,16-Apr-20,LU,
11510651430,45-54,1,0,FR,,16-Apr-20,FR,
11510652931,45-54,4,0,FR,,16-Apr-20,PT,
11510656879,55-64,1,0,FR,,16-Apr-20,LU,
11510662353,35-44,5 ou plus,1,FR,,16-Apr-20,IT,-home
11510668397,35-44,2,1,FR,,16-Apr-20,FR,-supermarket
11510668563,35-44,3,0,FR,,16-Apr-20,FR,
11510674091,45-54,3,2,FR,,16-Apr-20,LU,-work
11510679814,35-44,3,0,FR,,16-Apr-20,LU,
11510693503,55-64,2,1,FR,,16-Apr-20,LU,-supermarket
11510696630,45-54,4,0,FR,,16-Apr-20,LU,
11510710900,35-44,4,0,FR,,16-Apr-20,LU,-supermarket
11510722820,45-54,2,,FR,,16-Apr-20,FR,-supermarket
11510730457,35-44,0,1,FR,,16-Apr-20,FR,-work
11510737877,35-44,5 ou plus,10 ou plus,FR,,16-Apr-20,BE,-work
11510754474,35-44,3,1,FR,,16-Apr-20,LU,-work
11510756210,45-54,1,1,FR,,16-Apr-20,LU,-home
11510758455,35-44,2,5,FR,,16-Apr-20,LU,-work
11510762315,25-34,3,0,FR,,16-Apr-20,FR,
11510763996,55-64,0,0,FR,,16-Apr-20,FR,
11510769945,45-54,2,2,FR,,16-Apr-20,PT,-work
11510790116,45-54,0,0,FR,,16-Apr-20,BE,-work
11510799543,35-44,2,0,FR,,16-Apr-20,PT,
11510801171,35-44,4,0,FR,,16-Apr-20,LU,
11510810508,45-54,3,0,FR,,16-Apr-20,PT,-other
11510817729,35-44,3,0,FR,,16-Apr-20,PT,
11510825376,35-44,5 ou plus,0,FR,,16-Apr-20,FR,-other
11510832753,25-34,2,5,FR,,16-Apr-20,LU,-work
11510843225,35-44,3,0,FR,,16-Apr-20,others,
11510843652,35-44,4,0,FR,,16-Apr-20,PT,
11510844171,25-34,2,0,FR,,16-Apr-20,PT,-other
11510853173,35-44,5 ou plus,2,FR,,16-Apr-20,LU,-work
11510861567,25-34,1,0,FR,,16-Apr-20,FR,
11510905388,25-34,1,3,FR,,16-Apr-20,FR,-work
11510914069,35-44,3,0,FR,,16-Apr-20,LU,-other
11510928233,25-34,3,1,FR,,16-Apr-20,others,-other
11510944691,25-34,4,0,FR,,16-Apr-20,FR,-home
11510952891,45-54,4,0,FR,,16-Apr-20,FR,
11510956404,35-44,1,0,FR,,16-Apr-20,FR,
11510962521,35-44,5 ou plus,2,FR,,16-Apr-20,FR,-other
11510968143,18-24,0,2,FR,,16-Apr-20,FR,-fun
11510969511,25-34,0,0,FR,,17-Apr-20,FR,-supermarket
11510976859,35-44,3,1,FR,,17-Apr-20,LU,-supermarket
11510977919,35-44,4,10 ou plus,FR,,17-Apr-20,PT,-work
11510978249,25-34,2,5,FR,,17-Apr-20,others,-work
11510991621,18-24,3,2,FR,,17-Apr-20,LU,-other
11510993741,18-24,3,2,FR,,17-Apr-20,LU,-other
11511006112,35-44,5 ou plus,0,FR,,17-Apr-20,PT,
11511006175,35-44,0,9-Jun,FR,,17-Apr-20,LU,-work
11511013621,25-34,1,0,FR,,17-Apr-20,others,
11511020036,55-64,4,4,FR,,17-Apr-20,LU,-supermarket
11511022510,35-44,2,1,FR,,17-Apr-20,FR,-supermarket
11511030487,45-54,2,2,FR,,17-Apr-20,LU,-other
11511057804,35-44,3,0,FR,,17-Apr-20,others,-other
11511173010,25-34,2,0,FR,,17-Apr-20,LU,
11511236766,35-44,3,9-Jun,FR,,17-Apr-20,LU,-work
11511245846,55-64,1,0,FR,,17-Apr-20,LU,-work
11511382397,35-44,2,0,FR,,17-Apr-20,LU,
11511621567,55-64,0,0,FR,,17-Apr-20,LU,
11511736340,55-64,2,0,FR,,17-Apr-20,LU,-other
11511823281,75-84,0,2,FR,,17-Apr-20,LU,-supermarket
11512018827,65-74,1,1,FR,,17-Apr-20,BE,-supermarket
11512101241,35-44,1,0,FR,,17-Apr-20,FR,-supermarket
11512148749,35-44,3,0,FR,,17-Apr-20,BE,
11512170664,35-44,2,0,FR,,17-Apr-20,FR,-supermarket
11512277114,35-44,2,3,FR,,17-Apr-20,BE,-supermarket
11512509160,18-24,3,2,FR,,17-Apr-20,PT,-fun
11512852782,25-34,3,0,FR,,17-Apr-20,LU,
11512903406,45-54,2,1,FR,,17-Apr-20,LU,-fun
11512948705,45-54,2,2,FR,,17-Apr-20,IT,-work
11512962912,55-64,1,2,FR,,17-Apr-20,FR,-supermarket
11513007686,45-54,1,0,FR,,17-Apr-20,FR,-work
11513486591,45-54,5 ou plus,3,FR,,17-Apr-20,LU,-other
11514152825,55-64,3,0,FR,,17-Apr-20,LU,-fun
11514413704,55-64,0,0,FR,,17-Apr-20,LU,-work
11515241235,65-74,2,1,FR,,18-Apr-20,LU,-other
11517575607,35-44,3,0,FR,,19-Apr-20,others,-other
11519041456,45-54,4,0,FR,,20-Apr-20,LU,
11520848871,35-44,4,0,FR,,20-Apr-20,LU,-fun
11523548307,35-44,4,2,FR,,21-Apr-20,PT,-home
11556741852,45-54,3,0,EN,,1-May-20,LU,
11556745694,55-64,1,0,EN,,1-May-20,others,
11556745781,35-44,2,0,EN,,1-May-20,others,
11556749246,25-34,2,1,EN,,1-May-20,others,-fun
11556770497,55-64,0,1,EN,,1-May-20,others,-home
11556779022,55-64,0,2,EN,,1-May-20,others,-supermarket
11556784152,35-44,2,0,EN,,1-May-20,LU,-supermarket
11556787299,45-54,5 or more,3,EN,,1-May-20,LU,-fun
11556792166,65-74,1,2,EN,,1-May-20,others,-supermarket
11556794890,25-34,2,9-Jun,EN,,1-May-20,LU,-work
11556798930,45-54,1,0,EN,,1-May-20,others,
11556801244,55-64,1,1,EN,,1-May-20,LU,-other
11556802982,55-64,3,0,EN,,1-May-20,others,-other
11556823997,35-44,3,0,EN,,1-May-20,others,
11556831744,45-54,2,0,EN,,1-May-20,LU,
11556833295,45-54,1,0,EN,,1-May-20,DE,
11556837636,35-44,3,1,EN,,1-May-20,others,-fun
11556839083,35-44,2,0,EN,,1-May-20,others,-supermarket
11556843491,55-64,0,0,EN,,1-May-20,LU,-other
11556848473,45-54,3,3,EN,,1-May-20,FR,-fun
11556851109,35-44,0,1,EN,,1-May-20,others,-work
11556855944,35-44,2,0,EN,,1-May-20,others,
11556856627,25-34,3,2,EN,,1-May-20,LU,-home
11556859200,55-64,1,3,EN,,1-May-20,LU,-other
11556860119,45-54,3,0,EN,,1-May-20,LU,-supermarket
11556862060,35-44,3,1,EN,,1-May-20,others,-other
11556862715,25-34,1,10 or more,EN,,1-May-20,LU,-work
11556864112,55-64,2,1,EN,,1-May-20,others,-home
11556864672,35-44,3,0,EN,,1-May-20,LU,
11556865572,45-54,1,0,EN,,1-May-20,LU,-supermarket
11556866524,45-54,1,1,EN,,1-May-20,others,-other
11556868048,35-44,2,0,EN,,1-May-20,others,
11556869763,75-84,0,3,EN,,1-May-20,LU,-home
11556871734,35-44,4,1,EN,,1-May-20,LU,-home
11556877129,35-44,4,1,EN,,1-May-20,others,-home
11556877446,45-54,0,5,EN,,1-May-20,LU,-work
11556878607,65-74,2,0,EN,,1-May-20,LU,
11556881141,35-44,4,0,EN,,1-May-20,LU,
11556883290,55-64,3,0,EN,,1-May-20,IT,
11556885602,35-44,2,0,EN,,1-May-20,DE,
11556886568,25-34,2,0,EN,,1-May-20,others,-supermarket
11556896213,35-44,1,0,EN,,1-May-20,LU,
11556897240,45-54,5 or more,1,EN,,1-May-20,others,-supermarket
11556900164,35-44,3,0,EN,,1-May-20,others,
11556901999,55-64,2,0,EN,,1-May-20,LU,
11556904977,35-44,4,0,EN,,1-May-20,LU,-fun
11556918972,25-34,3,0,EN,,1-May-20,LU,-home
11556920703,45-54,3,0,EN,,1-May-20,others,
11556921947,35-44,3,0,EN,,1-May-20,LU,-work
11556925724,35-44,0,0,EN,,1-May-20,others,-supermarket
11556930509,45-54,5 or more,2,EN,,1-May-20,PT,-supermarket
11556934735,55-64,0,0,EN,,1-May-20,LU,-supermarket
11556935242,55-64,1,0,EN,,1-May-20,LU,
11556935581,45-54,3,0,EN,,1-May-20,others,
11556940341,45-54,4,4,EN,,1-May-20,BE,-work
11556941411,45-54,0,9-Jun,EN,,1-May-20,IT,-work
11556952464,45-54,5 or more,0,EN,,1-May-20,LU,-work
11556956856,45-54,3,1,EN,,1-May-20,PT,-supermarket
11556961213,45-54,3,0,EN,,1-May-20,LU,
11556961421,65-74,1,2,EN,,1-May-20,DE,-home
11556962651,45-54,2,0,EN,,1-May-20,,-supermarket
11556963106,45-54,3,0,EN,,1-May-20,FR,
11556965527,45-54,1,0,EN,,1-May-20,others,
11556966907,18-24,2,9-Jun,EN,,1-May-20,DE,-work
11556970747,45-54,2,0,EN,,1-May-20,PT,
11556976597,55-64,1,3,EN,,1-May-20,PT,-home
11556978538,45-54,2,1,EN,,1-May-20,LU,-supermarket
11556980273,65-74,5 or more,0,EN,,1-May-20,others,
11556981503,35-44,0,10 or more,EN,,1-May-20,LU,-other
11556990214,25-34,1,0,EN,,1-May-20,others,-supermarket
11556993322,65-74,2,0,EN,,1-May-20,LU,
11556997726,55-64,2,0,EN,,1-May-20,LU,-supermarket
11556998332,35-44,4,0,EN,,1-May-20,LU,
11557001096,35-44,4,0,EN,,1-May-20,LU,
11557006776,35-44,4,0,EN,,1-May-20,LU,-home
11557007317,55-64,3,3,EN,,1-May-20,LU,-other
11557010375,45-54,2,0,EN,,1-May-20,FR,
11557013673,65-74,1,0,EN,,1-May-20,,
11557014792,35-44,4,0,EN,,1-May-20,others,
11557015572,45-54,3,1,EN,,1-May-20,,-supermarket
11557019191,35-44,2,0,EN,,1-May-20,others,-supermarket
11557020729,35-44,1,0,EN,,1-May-20,others,-supermarket
11557024436,25-34,2,9-Jun,EN,,1-May-20,LU,-work
11557032195,45-54,3,2,EN,,1-May-20,others,-supermarket
11557035528,45-54,3,5,EN,,1-May-20,PT,-work
11557036465,45-54,4,0,EN,,1-May-20,IT,
11557045728,35-44,3,1,EN,,1-May-20,BE,-supermarket
11557045760,35-44,5 or more,0,EN,,1-May-20,LU,
11557053435,35-44,4,2,EN,,1-May-20,LU,-supermarket
11557055832,55-64,3,0,EN,,1-May-20,LU,
11557057510,45-54,2,0,EN,,1-May-20,LU,-supermarket
11557065466,35-44,3,0,EN,,1-May-20,others,-fun
11557070040,55-64,1,2,EN,,1-May-20,FR,-other
11557072078,35-44,4,0,EN,,1-May-20,LU,
11557075080,35-44,4,1,EN,,1-May-20,LU,-supermarket
11557076913,35-44,2,0,EN,,1-May-20,LU,
11557078914,45-54,2,0,EN,,1-May-20,others,
11557080609,25-34,2,0,EN,,1-May-20,BE,
11557084577,25-34,3,4,EN,,1-May-20,others,-work
11557087191,35-44,1,0,EN,,1-May-20,others,-supermarket
11557087216,35-44,1,10 or more,EN,,1-May-20,LU,-work
11557092616,25-34,3,1,EN,,1-May-20,PT,-work
11557096974,35-44,3,0,EN,,1-May-20,others,
11557102750,55-64,2,0,EN,,1-May-20,others,
11557107062,35-44,2,3,EN,,1-May-20,others,-home
11557112604,35-44,4,0,EN,,1-May-20,LU,-work
