RespondentID,agecat,household_N,conversation_N,language,conv_no_mask,date,natcat,place_of_contact
11450735536,45-54,0,0,DE,,27-Mar-20,,
11450736575,45-54,1,2,DE,,27-Mar-20,,
11450736892,65-74,3,0,DE,,27-Mar-20,,
11450751392,45-54,0,0,DE,,27-Mar-20,,
11450776429,45-54,0,0,DE,,27-Mar-20,,
11450815840,35-44,1,0,DE,,27-Mar-20,,
11450820327,55-64,0,0,DE,,27-Mar-20,,
11450843303,45-54,1,1,DE,,27-Mar-20,,
11450865792,18-24,4,0,DE,,27-Mar-20,,
11450899399,45-54,3,3,DE,,27-Mar-20,,
11450902380,45-54,2,0,DE,,27-Mar-20,,
11450940237,25-34,3,1,DE,,27-Mar-20,,
11450946285,55-64,0,2,DE,,27-Mar-20,,
11450956677,55-64,1,0,DE,,27-Mar-20,,
11450968800,35-44,3,0,DE,,27-Mar-20,,
11451025473,35-44,0,1,DE,,27-Mar-20,,
11451033743,35-44,1,0,DE,,27-Mar-20,,
11451055264,35-44,2,0,DE,,27-Mar-20,,
11451070291,35-44,3,2,DE,,27-Mar-20,,
11451073136,35-44,3,0,DE,,27-Mar-20,,
11451091525,25-34,1,0,DE,,27-Mar-20,,
11451107550,65-74,0,1,DE,,27-Mar-20,,
11451110511,35-44,2,0,DE,,27-Mar-20,,
11451121037,25-34,5 und mehr,0,DE,,27-Mar-20,,
11451122565,55-64,1,2,DE,,27-Mar-20,,
11451126124,35-44,3,10 oder mehr,DE,,27-Mar-20,,
11451137993,55-64,0,1,DE,,27-Mar-20,,
11451142277,25-34,0,2,DE,,27-Mar-20,,
11451146744,25-34,1,1,DE,,27-Mar-20,,
11451158548,55-64,3,0,DE,,27-Mar-20,,
11451167538,35-44,3,0,DE,,27-Mar-20,,
11451180029,35-44,4,0,DE,,27-Mar-20,,
11451185382,55-64,1,0,DE,,27-Mar-20,,
11451193106,35-44,2,0,DE,,27-Mar-20,,
11451198059,55-64,2,1,DE,,27-Mar-20,,
11451221788,35-44,3,0,DE,,27-Mar-20,,
11451224353,25-34,3,4,DE,,27-Mar-20,,
11451227154,35-44,4,0,DE,,27-Mar-20,,
11451234957,45-54,5 und mehr,0,DE,,27-Mar-20,,
11451243349,55-64,1,2,DE,,27-Mar-20,,
11451247878,55-64,2,0,DE,,27-Mar-20,,
11451286272,18-24,3,1,DE,,27-Mar-20,,
11451287518,55-64,2,0,DE,,27-Mar-20,,
11451297114,35-44,0,1,DE,,27-Mar-20,,
11451307458,55-64,1,0,DE,,27-Mar-20,,
11451319138,18-24,3,0,DE,,27-Mar-20,,
11451365226,35-44,3,2,DE,,27-Mar-20,,
11451374450,65-74,0,0,DE,,27-Mar-20,,
11451408818,45-54,3,4,DE,,27-Mar-20,,
11451519640,45-54,3,0,DE,,27-Mar-20,,
11451599928,45-54,0,0,DE,,27-Mar-20,,
11451623547,65-74,1,0,DE,,27-Mar-20,,
11451628272,55-64,4,1,DE,,27-Mar-20,,
11451823206,55-64,1,0,DE,,27-Mar-20,,
11451901801,55-64,0,0,DE,,27-Mar-20,,
11451903692,45-54,3,0,DE,,27-Mar-20,,
11452025669,65-74,1,0,DE,,27-Mar-20,,
11452076184,25-34,2,0,DE,,27-Mar-20,,
11452158749,55-64,1,0,DE,,27-Mar-20,,
11466103102,35-44,3,0,DE,,1-Apr-20,LU,
11467237734,55-64,1,0,DE,,1-Apr-20,LU,-supermarket
11467549368,35-44,2,0,DE,,2-Apr-20,LU,
11468028953,35-44,4,2,DE,,2-Apr-20,LU,-other
11468070124,35-44,4,0,DE,,2-Apr-20,LU,-other
11468076767,55-64,4,4,DE,,2-Apr-20,LU,-work
11468089532,45-54,3,,DE,,2-Apr-20,LU,-supermarket
11468103463,35-44,4,0,DE,,2-Apr-20,LU,-other
11468113876,35-44,5 und mehr,0,DE,,2-Apr-20,LU,-supermarket
11468121205,45-54,2,0,DE,,2-Apr-20,LU,
11468126991,35-44,4,0,DE,,2-Apr-20,DE,-supermarket
11468133744,45-54,3,10 oder mehr,DE,,2-Apr-20,LU,-work
11468148115,55-64,1,0,DE,,2-Apr-20,DE,
11468148641,55-64,3,0,DE,,2-Apr-20,LU,
11468154008,45-54,2,0,DE,,2-Apr-20,LU,
11468157412,25-34,5 und mehr,0,DE,,2-Apr-20,DE,-supermarket
11468175757,25-34,1,0,DE,,2-Apr-20,LU,
11468182623,35-44,2,0,DE,,2-Apr-20,LU,-home
11468189113,55-64,1,0,DE,,2-Apr-20,LU,-supermarket
11468190413,35-44,1,0,DE,,2-Apr-20,LU,
11468197369,55-64,0,0,DE,,2-Apr-20,LU,-supermarket
11468208259,45-54,2,0,DE,,2-Apr-20,,
11468208561,55-64,1,0,DE,,2-Apr-20,LU,-fun
11468209035,55-64,1,0,DE,,2-Apr-20,LU,-supermarket
11468211293,45-54,3,0,DE,,2-Apr-20,LU,-other
11468220033,45-54,1,4,DE,,2-Apr-20,LU,-work
11468224489,65-74,0,1,DE,,2-Apr-20,LU,-supermarket
11468225789,45-54,3,0,DE,,2-Apr-20,,
11468235635,45-54,3,0,DE,,2-Apr-20,LU,-work
11468235899,35-44,3,10 oder mehr,DE,,2-Apr-20,LU,-work
11468237229,45-54,3,0,DE,,2-Apr-20,LU,-supermarket
11468238936,55-64,1,2,DE,,2-Apr-20,LU,-fun
11468241274,18-24,3,0,DE,,2-Apr-20,LU,-supermarket
11468241944,35-44,0,2,DE,,2-Apr-20,LU,-supermarket
11468269574,45-54,1,2,DE,,2-Apr-20,LU,-work
11468270464,55-64,1,0,DE,,2-Apr-20,LU,
11468284178,35-44,1,0,DE,,2-Apr-20,LU,
11468285500,55-64,0,0,DE,,2-Apr-20,LU,
11468302866,45-54,2,1,DE,,2-Apr-20,LU,-supermarket
11468310050,35-44,0,0,DE,,2-Apr-20,LU,-work
11468312862,55-64,1,0,DE,,2-Apr-20,LU,-fun
11468316321,25-34,0,1,DE,,2-Apr-20,LU,-other
11468316487,35-44,4,3,DE,,2-Apr-20,LU,-other
11468341066,35-44,0,0,DE,,2-Apr-20,LU,
11468366747,25-34,2,0,DE,,2-Apr-20,LU,
11468367398,35-44,1,0,DE,,2-Apr-20,LU,-fun
11468368241,45-54,1,0,DE,,2-Apr-20,LU,
11468370555,45-54,1,0,DE,,2-Apr-20,DE,-work
11468380562,55-64,1,0,DE,,2-Apr-20,others,-fun
11468391396,35-44,0,0,DE,,2-Apr-20,DE,-fun
11468391671,45-54,1,0,DE,,2-Apr-20,LU,-supermarket
11468411580,55-64,1,0,DE,,2-Apr-20,LU,-home
11468414850,65-74,1,0,DE,,2-Apr-20,LU,
11468416361,55-64,1,0,DE,,2-Apr-20,others,-supermarket
11468422676,65-74,1,0,DE,,2-Apr-20,LU,-fun
11468427195,55-64,2,0,DE,,2-Apr-20,LU,-supermarket
11468430733,35-44,2,0,DE,,2-Apr-20,LU,
11468436235,18-24,4,0,DE,,2-Apr-20,DE,
11468442260,35-44,4,0,DE,,2-Apr-20,LU,
11468452383,45-54,2,0,DE,,2-Apr-20,LU,-work
11468472289,45-54,0,0,DE,,2-Apr-20,others,-supermarket
11468472881,13-17,3,1,DE,,2-Apr-20,LU,-home
11468473728,55-64,3,0,DE,,2-Apr-20,LU,-home
11468475458,25-34,2,3,DE,,2-Apr-20,DE,-work
11468495816,45-54,4,0,DE,,2-Apr-20,LU,
11468500266,35-44,3,2,DE,,2-Apr-20,LU,-other
11468500961,25-34,3,1,DE,,2-Apr-20,LU,-home
11468513119,45-54,2,0,DE,,2-Apr-20,LU,-supermarket
11468523445,35-44,3,0,DE,,2-Apr-20,LU,-supermarket
11468537338,55-64,1,0,DE,,2-Apr-20,LU,-other
11468549266,55-64,3,5,DE,,2-Apr-20,FR,-work
11468557375,55-64,1,1,DE,,2-Apr-20,LU,-supermarket
11468568053,45-54,4,0,DE,,2-Apr-20,LU,
11468578785,55-64,0,0,DE,,2-Apr-20,LU,
11468581988,55-64,0,3,DE,,2-Apr-20,LU,-work
11468588986,55-64,1,1,DE,,2-Apr-20,LU,-supermarket
11468593940,45-54,1,0,DE,,2-Apr-20,LU,-work
11468611460,55-64,1,9-Jun,DE,,2-Apr-20,LU,-home
11468611603,35-44,1,0,DE,,2-Apr-20,LU,
11468650044,55-64,1,0,DE,,2-Apr-20,LU,-work
11468651307,25-34,1,5,DE,,2-Apr-20,LU,-work
11468695090,25-34,3,2,DE,,2-Apr-20,LU,-fun
11468697362,25-34,0,0,DE,,2-Apr-20,others,-supermarket
11468700907,65-74,1,3,DE,,2-Apr-20,LU,-home
11468703502,35-44,5 und mehr,1,DE,,2-Apr-20,LU,-work
11468714322,55-64,2,0,DE,,2-Apr-20,LU,-supermarket
11468714882,25-34,0,0,DE,,2-Apr-20,LU,
11468716552,35-44,0,0,DE,,2-Apr-20,LU,-supermarket
11468717173,35-44,0,0,DE,,2-Apr-20,LU,
11468720909,65-74,0,1,DE,,2-Apr-20,LU,-fun
11468738507,18-24,4,1,DE,,2-Apr-20,LU,-supermarket
11468740859,45-54,4,0,DE,,2-Apr-20,LU,-fun
11468747745,55-64,2,0,DE,,2-Apr-20,LU,-supermarket
11468756141,45-54,3,0,DE,,2-Apr-20,LU,
11468769006,25-34,2,0,DE,,2-Apr-20,BE,
11468778287,55-64,4,0,DE,,2-Apr-20,LU,-home
11468780513,25-34,0,1,DE,,2-Apr-20,PT,-supermarket
11468786827,45-54,2,0,DE,,2-Apr-20,LU,-other
11468800005,35-44,0,0,DE,,2-Apr-20,LU,
11468805427,65-74,4,0,DE,,2-Apr-20,LU,
11468814216,25-34,1,9-Jun,DE,,2-Apr-20,LU,-work
11468821308,55-64,1,0,DE,,2-Apr-20,LU,-fun
11468826034,45-54,1,0,DE,,2-Apr-20,LU,-supermarket
11468837407,55-64,1,0,DE,,2-Apr-20,LU,
11468839412,35-44,3,1,DE,,2-Apr-20,LU,-work
11468839836,35-44,2,1,DE,,2-Apr-20,LU,-supermarket
11468848104,65-74,0,0,DE,,2-Apr-20,LU,
11468865194,75-84,1,0,DE,,2-Apr-20,LU,-supermarket
11468868335,35-44,0,0,DE,,2-Apr-20,LU,-fun
11468873280,35-44,1,0,DE,,2-Apr-20,LU,
11468878250,35-44,0,0,DE,,2-Apr-20,LU,-supermarket
11468879622,45-54,5 und mehr,0,DE,,2-Apr-20,LU,
11468880261,35-44,4,0,DE,,2-Apr-20,LU,
11468896550,25-34,3,0,DE,,2-Apr-20,DE,-supermarket
11468896739,55-64,0,0,DE,,2-Apr-20,LU,-fun
11468898236,55-64,0,0,DE,,2-Apr-20,LU,
11468905411,45-54,4,2,DE,,2-Apr-20,LU,-fun
11468935400,18-24,1,0,DE,,2-Apr-20,LU,-fun
11468939516,45-54,2,0,DE,,2-Apr-20,DE,-fun
11468943877,55-64,3,1,DE,,2-Apr-20,LU,-other
11468956016,55-64,1,0,DE,,2-Apr-20,LU,
11468970023,45-54,2,0,DE,,2-Apr-20,LU,
11468972518,18-24,2,9-Jun,DE,,2-Apr-20,others,-supermarket
11468978370,55-64,1,4,DE,,2-Apr-20,LU,-work
11468983788,55-64,0,0,DE,,2-Apr-20,LU,
11468987854,35-44,2,3,DE,,2-Apr-20,LU,-work
11469006761,55-64,4,0,DE,,2-Apr-20,LU,-other
11469016406,45-54,3,1,DE,,2-Apr-20,LU,-home
11469018534,18-24,3,0,DE,,2-Apr-20,LU,-other
11469025408,45-54,1,1,DE,,2-Apr-20,DE,-other
11469032028,18-24,2,0,DE,,2-Apr-20,LU,
11469036361,18-24,1,10 oder mehr,DE,,2-Apr-20,LU,-work
11469060054,25-34,1,0,DE,,2-Apr-20,LU,
11469070452,35-44,0,2,DE,,2-Apr-20,LU,-work
11469072566,45-54,2,0,DE,,2-Apr-20,LU,-other
11469110801,55-64,3,0,DE,,2-Apr-20,LU,-other
11469115028,35-44,0,2,DE,,2-Apr-20,LU,-home
11469116928,18-24,3,1,DE,,2-Apr-20,LU,-other
11469145236,65-74,1,0,DE,,2-Apr-20,LU,-home
11469150838,18-24,4,0,DE,,2-Apr-20,LU,
11469153641,25-34,2,2,DE,,2-Apr-20,LU,-work
11469173348,75-84,0,2,DE,,2-Apr-20,LU,-supermarket
11469175893,55-64,1,1,DE,,2-Apr-20,LU,-other
11469186757,35-44,3,1,DE,,2-Apr-20,others,-other
11469203256,35-44,5 und mehr,1,DE,,2-Apr-20,LU,-home
11469215070,55-64,1,2,DE,,2-Apr-20,LU,-fun
11469243983,35-44,2,0,DE,,2-Apr-20,LU,-other
11469246233,75-84,0,1,DE,,2-Apr-20,LU,-home
11469276609,55-64,2,0,DE,,2-Apr-20,LU,
11469285927,35-44,2,10 oder mehr,DE,,2-Apr-20,LU,-work
11469292770,65-74,1,1,DE,,2-Apr-20,LU,-supermarket
11469310171,25-34,1,2,DE,,2-Apr-20,LU,-fun
11469326211,55-64,2,3,DE,,2-Apr-20,LU,-other
11469331970,35-44,2,0,DE,,2-Apr-20,LU,
11469366736,65-74,0,2,DE,,2-Apr-20,LU,-fun
11469367845,45-54,1,0,DE,,2-Apr-20,LU,-fun
11469421501,45-54,1,0,DE,,2-Apr-20,LU,-work
11469445491,65-74,1,0,DE,,2-Apr-20,LU,-home
11469457423,55-64,1,0,DE,,2-Apr-20,LU,-supermarket
11469479557,45-54,3,0,DE,,2-Apr-20,LU,
11469499520,45-54,2,0,DE,,2-Apr-20,LU,
11469507157,35-44,4,0,DE,,2-Apr-20,LU,-supermarket
11469526895,55-64,1,0,DE,,2-Apr-20,LU,-other
11469542677,55-64,1,3,DE,,2-Apr-20,LU,-fun
11469558379,45-54,3,2,DE,,2-Apr-20,LU,-work
11469562478,55-64,4,0,DE,,2-Apr-20,LU,-supermarket
11469579813,55-64,2,2,DE,,2-Apr-20,others,-fun
11469587925,55-64,3,2,DE,,2-Apr-20,LU,-work
11469610975,55-64,1,0,DE,,2-Apr-20,DE,-supermarket
11469629974,45-54,1,0,DE,,2-Apr-20,LU,
11469638928,35-44,2,0,DE,,2-Apr-20,others,
11469658769,35-44,3,9-Jun,DE,,2-Apr-20,LU,-work
11469669859,55-64,0,1,DE,,2-Apr-20,LU,-fun
11469710203,45-54,1,0,DE,,2-Apr-20,LU,
11469713367,35-44,1,0,DE,,2-Apr-20,LU,
11469713801,45-54,3,5,DE,,2-Apr-20,LU,-work
11469720623,13-17,3,0,DE,,2-Apr-20,LU,
11469749505,55-64,2,0,DE,,2-Apr-20,LU,-work
11469784534,55-64,3,2,DE,,2-Apr-20,LU,-fun
11469797521,45-54,3,0,DE,,2-Apr-20,LU,
11469830508,18-24,4,0,DE,,2-Apr-20,LU,
11469833566,35-44,2,1,DE,,2-Apr-20,LU,-work
11469849918,45-54,1,0,DE,,2-Apr-20,LU,-supermarket
11469851396,35-44,3,0,DE,,2-Apr-20,LU,-supermarket
11469859387,35-44,3,10 oder mehr,DE,,2-Apr-20,LU,-work
11469867578,55-64,3,0,DE,,2-Apr-20,LU,-supermarket
11469884389,45-54,1,0,DE,,2-Apr-20,LU,-fun
11469891746,45-54,3,2,DE,,2-Apr-20,DE,-supermarket
11469898619,55-64,0,0,DE,,2-Apr-20,DE,
11469900258,45-54,3,1,DE,,2-Apr-20,LU,-work
11469902535,55-64,1,0,DE,,2-Apr-20,LU,
11469910727,55-64,2,0,DE,,2-Apr-20,LU,-supermarket
11469914061,55-64,0,0,DE,,2-Apr-20,LU,
11469953921,18-24,3,1,DE,,2-Apr-20,LU,-other
11469974040,45-54,1,9-Jun,DE,,2-Apr-20,LU,-work
11469982620,25-34,1,5,DE,,2-Apr-20,BE,-work
11469983703,45-54,2,0,DE,,2-Apr-20,LU,
11469993777,55-64,1,10 oder mehr,DE,,2-Apr-20,LU,-work
11470013253,45-54,3,0,DE,,2-Apr-20,LU,
11470070004,65-74,1,0,DE,,2-Apr-20,LU,
11470082450,45-54,2,0,DE,,2-Apr-20,LU,
11470086481,55-64,4,1,DE,,2-Apr-20,LU,-fun
11470090739,35-44,4,0,DE,,2-Apr-20,LU,
11470096462,55-64,1,0,DE,,2-Apr-20,LU,-fun
11470096589,45-54,4,0,DE,,2-Apr-20,PT,-supermarket
11470139658,65-74,1,0,DE,,2-Apr-20,LU,
11470154534,55-64,1,0,DE,,2-Apr-20,LU,
11470155451,25-34,2,0,DE,,2-Apr-20,LU,-supermarket
11470186191,45-54,2,1,DE,,2-Apr-20,LU,-other
11470189184,45-54,4,2,DE,,2-Apr-20,LU,-home
11470194495,45-54,4,0,DE,,2-Apr-20,LU,
11470217096,35-44,3,1,DE,,2-Apr-20,LU,-home
11470219280,45-54,2,0,DE,,2-Apr-20,LU,
11470236655,25-34,1,0,DE,,2-Apr-20,LU,-work
11470254048,55-64,1,0,DE,,2-Apr-20,DE,-supermarket
11470254818,55-64,2,0,DE,,2-Apr-20,LU,
11470262418,35-44,4,2,DE,,2-Apr-20,LU,-other
11470273090,35-44,3,0,DE,,2-Apr-20,LU,
11470287096,35-44,2,1,DE,,2-Apr-20,LU,-supermarket
11470324583,45-54,0,0,DE,,2-Apr-20,LU,
11470327839,18-24,3,0,DE,,2-Apr-20,LU,-supermarket
11470330785,55-64,1,0,DE,,2-Apr-20,LU,
11470331258,35-44,3,0,DE,,2-Apr-20,LU,
11470332390,55-64,0,4,DE,,2-Apr-20,LU,-work
11470339805,55-64,3,0,DE,,2-Apr-20,LU,
11470343601,55-64,1,0,DE,,2-Apr-20,LU,
11470352658,55-64,3,0,DE,,2-Apr-20,LU,-home
11470353196,45-54,2,0,DE,,2-Apr-20,LU,
11470353696,55-64,1,0,DE,,2-Apr-20,LU,-other
11470359079,13-17,4,0,DE,,2-Apr-20,LU,-fun
11470362274,55-64,3,1,DE,,2-Apr-20,LU,-fun
11470381879,25-34,2,1,DE,,2-Apr-20,FR,-fun
11470389532,45-54,2,4,DE,,2-Apr-20,LU,-work
11470397116,35-44,4,3,DE,,2-Apr-20,LU,-work
11470401161,35-44,2,0,DE,,2-Apr-20,LU,
11470405123,35-44,4,0,DE,,2-Apr-20,LU,-fun
11470411282,45-54,5 und mehr,0,DE,,2-Apr-20,LU,-supermarket
11470417802,55-64,2,0,DE,,2-Apr-20,LU,
11470426862,45-54,2,9-Jun,DE,,2-Apr-20,LU,-home
11470442376,25-34,1,3,DE,,2-Apr-20,LU,-other
11470471817,55-64,1,2,DE,,2-Apr-20,BE,-work
11470482031,25-34,0,1,DE,,2-Apr-20,LU,-home
11470515679,65-74,1,0,DE,,2-Apr-20,DE,
11470531352,35-44,4,0,DE,,2-Apr-20,LU,
11470551167,25-34,1,0,DE,,2-Apr-20,LU,-other
11470555196,45-54,4,0,DE,,2-Apr-20,LU,-supermarket
11470575126,55-64,2,0,DE,,2-Apr-20,LU,-supermarket
11470581464,55-64,2,1,DE,,2-Apr-20,LU,-supermarket
11470588186,25-34,1,0,DE,,2-Apr-20,LU,
11470588262,25-34,1,0,DE,,2-Apr-20,LU,
11470614295,18-24,5 und mehr,0,DE,,2-Apr-20,LU,-fun
11470620944,55-64,0,1,DE,,2-Apr-20,LU,-supermarket
11470643088,35-44,0,0,DE,,2-Apr-20,LU,
11470657087,35-44,4,0,DE,,2-Apr-20,LU,
11470657958,45-54,1,0,DE,,2-Apr-20,LU,-fun
11470671791,45-54,0,10 oder mehr,DE,,2-Apr-20,DE,-work
11470676302,35-44,3,0,DE,,2-Apr-20,LU,-work
11470678126,35-44,4,10 oder mehr,DE,,2-Apr-20,LU,-work
11470679959,25-34,2,0,DE,,2-Apr-20,LU,-supermarket
11470687296,25-34,0,0,DE,,2-Apr-20,LU,-supermarket
11470691378,25-34,1,0,DE,,2-Apr-20,LU,
11470699168,55-64,1,0,DE,,2-Apr-20,DE,-other
11470702112,35-44,1,2,DE,,2-Apr-20,LU,-home
11470704765,35-44,4,2,DE,,2-Apr-20,LU,-work
11470704841,18-24,5 und mehr,0,DE,,2-Apr-20,LU,-supermarket
11470705827,18-24,0,9-Jun,DE,,2-Apr-20,LU,-work
11470706221,45-54,2,0,DE,,2-Apr-20,LU,
11470707840,35-44,2,2,DE,,2-Apr-20,LU,-home
11470709004,18-24,5 und mehr,0,DE,,2-Apr-20,LU,
11470743419,55-64,3,0,DE,,2-Apr-20,others,
11470743472,25-34,5 und mehr,0,DE,,2-Apr-20,LU,-supermarket
11470746895,35-44,5 und mehr,0,DE,,2-Apr-20,DE,
11470755870,45-54,2,0,DE,,2-Apr-20,LU,-supermarket
11470763664,45-54,2,0,DE,,2-Apr-20,LU,-other
11470788645,65-74,1,0,DE,,2-Apr-20,LU,
11470796299,35-44,4,0,DE,,2-Apr-20,LU,
11470797997,55-64,1,1,DE,,2-Apr-20,LU,-other
11470798020,25-34,1,0,DE,,2-Apr-20,LU,-home
11470806109,25-34,0,2,DE,,2-Apr-20,LU,-work
11470810404,25-34,1,0,DE,,2-Apr-20,LU,-work
11470822791,55-64,1,0,DE,,2-Apr-20,LU,
11470836008,25-34,3,0,DE,,2-Apr-20,LU,
11470855682,35-44,3,1,DE,,3-Apr-20,LU,-fun
11470879341,25-34,1,0,DE,,3-Apr-20,LU,
11471186214,35-44,3,0,DE,,3-Apr-20,LU,-other
11471202974,18-24,2,2,DE,,3-Apr-20,LU,-work
11471323483,25-34,2,0,DE,,3-Apr-20,LU,
11471686349,18-24,3,0,DE,,3-Apr-20,LU,
11471738661,25-34,1,5,DE,,3-Apr-20,LU,-work
11471788179,35-44,3,0,DE,,3-Apr-20,LU,-home
11471822105,18-24,1,0,DE,,3-Apr-20,,
11471837206,55-64,2,3,DE,,3-Apr-20,LU,-work
11471854004,18-24,2,0,DE,,3-Apr-20,LU,
11471953817,65-74,1,0,DE,,3-Apr-20,LU,-other
11471954587,25-34,1,4,DE,,3-Apr-20,LU,-home
11445692526,35-44,3,3,EN,,25-Mar-20,,
11445828168,55-64,0,0,EN,,25-Mar-20,,
11446382778,35-44,1,0,EN,,25-Mar-20,,
11447549507,35-44,2,0,EN,,26-Mar-20,,
11447556538,,2,0,EN,,23-Mar-20,,
11447557652,35-44,2,0,EN,,26-Mar-20,,
11447560054,35-44,3,0,EN,,26-Mar-20,,
11447562517,25-34,0,0,EN,,26-Mar-20,,
11447566500,35-44,3,0,EN,,26-Mar-20,,
11447575714,35-44,1,0,EN,,26-Mar-20,,
11447576060,55-64,3,1,EN,,26-Mar-20,,
11447579358,35-44,2,0,EN,,26-Mar-20,,
11447582748,45-54,5 or more,1,EN,,26-Mar-20,,
11447589540,55-64,1,0,EN,,26-Mar-20,,
11447591860,45-54,1,0,EN,,26-Mar-20,,
11447592349,35-44,3,0,EN,,26-Mar-20,,
11447593436,25-34,1,1,EN,,26-Mar-20,,
11447598435,45-54,2,5,EN,,26-Mar-20,,
11447599631,55-64,2,1,EN,,26-Mar-20,,
11447607103,45-54,4,0,EN,,26-Mar-20,,
11447607482,45-54,0,2,EN,,26-Mar-20,,
11447615992,45-54,3,1,EN,,26-Mar-20,,
11447617620,65-74,1,0,EN,,26-Mar-20,,
11447619344,18-24,2,0,EN,,26-Mar-20,,
11447621059,35-44,1,0,EN,,26-Mar-20,,
11447621479,25-34,2,0,EN,,26-Mar-20,,
11447626566,35-44,2,0,EN,,26-Mar-20,,
11447627027,18-24,0,2,EN,,26-Mar-20,,
11447631408,65-74,1,0,EN,,26-Mar-20,,
11447633196,55-64,0,10 or more,EN,,26-Mar-20,,
11447641770,55-64,2,3,EN,,26-Mar-20,,
11447643081,55-64,2,0,EN,,26-Mar-20,,
11447644927,55-64,1,0,EN,,26-Mar-20,,
11447652291,25-34,1,0,EN,,26-Mar-20,,
11447652474,35-44,2,0,EN,,26-Mar-20,,
11447653568,55-64,1,0,EN,,26-Mar-20,,
11447654215,25-34,2,0,EN,,26-Mar-20,,
11447655172,55-64,1,0,EN,,26-Mar-20,,
11447655396,35-44,2,2,EN,,26-Mar-20,,
11447656465,35-44,3,1,EN,,26-Mar-20,,
11447656827,55-64,0,0,EN,,26-Mar-20,,
11447657135,35-44,0,0,EN,,26-Mar-20,,
11447658324,35-44,0,0,EN,,26-Mar-20,,
11447658532,55-64,1,1,EN,,26-Mar-20,,
11447659401,45-54,0,3,EN,,26-Mar-20,,
11447664478,35-44,3,1,EN,,26-Mar-20,,
11447666893,25-34,2,3,EN,,26-Mar-20,,
11447668527,45-54,3,0,EN,,26-Mar-20,,
11447673335,45-54,0,3,EN,,26-Mar-20,,
11447674210,35-44,3,3,EN,,26-Mar-20,,
11447675980,45-54,1,2,EN,,26-Mar-20,,
11447677495,55-64,1,1,EN,,26-Mar-20,,
11447678466,35-44,3,0,EN,,26-Mar-20,,
11447679523,55-64,1,0,EN,,26-Mar-20,,
11447687642,35-44,0,1,EN,,26-Mar-20,,
11447691836,45-54,1,1,EN,,26-Mar-20,,
11447695385,55-64,0,0,EN,,26-Mar-20,,
11447697856,25-34,1,0,EN,,26-Mar-20,,
11447698809,25-34,0,2,EN,,26-Mar-20,,
11447702880,45-54,2,0,EN,,26-Mar-20,,
11447715278,25-34,1,0,EN,,26-Mar-20,,
11447717352,35-44,3,1,EN,,26-Mar-20,,
11447723931,35-44,2,0,EN,,26-Mar-20,,
11447728783,45-54,2,0,EN,,26-Mar-20,,
11447735877,35-44,0,0,EN,,26-Mar-20,,
11447742055,35-44,0,0,EN,,26-Mar-20,,
11447744918,35-44,3,0,EN,,26-Mar-20,,
11447749435,35-44,1,0,EN,,26-Mar-20,,
11447767418,25-34,1,1,EN,,26-Mar-20,,
11447769135,25-34,1,0,EN,,26-Mar-20,,
11447770435,55-64,0,0,EN,,26-Mar-20,,
11447785800,45-54,3,0,EN,,26-Mar-20,,
11447806632,45-54,4,1,EN,,26-Mar-20,,
11447808334,45-54,2,1,EN,,26-Mar-20,,
11447812932,35-44,1,2,EN,,26-Mar-20,,
11447816968,25-34,1,0,EN,,26-Mar-20,,
11447842461,35-44,3,0,EN,,26-Mar-20,,
11447851517,25-34,3,0,EN,,26-Mar-20,,
11447865356,18-24,4,3,EN,,26-Mar-20,,
11447880993,25-34,1,0,EN,,26-Mar-20,,
11447885324,75-84,0,2,EN,,26-Mar-20,,
11447888287,35-44,0,0,EN,,26-Mar-20,,
11447892638,18-24,1,1,EN,,26-Mar-20,,
11447894345,45-54,0,1,EN,,26-Mar-20,,
11447896881,45-54,4,0,EN,,26-Mar-20,,
11447898047,35-44,1,0,EN,,26-Mar-20,,
11447903331,35-44,4,0,EN,,26-Mar-20,,
11447910818,35-44,3,0,EN,,26-Mar-20,,
11447912195,25-34,0,0,EN,,26-Mar-20,,
11447913036,35-44,1,0,EN,,26-Mar-20,,
11447914828,25-34,1,2,EN,,26-Mar-20,,
11447916888,45-54,1,10 or more,EN,,26-Mar-20,,
11447917496,25-34,1,0,EN,,26-Mar-20,,
11447921528,35-44,1,0,EN,,26-Mar-20,,
11447924680,25-34,0,1,EN,,26-Mar-20,,
11447936210,18-24,5 or more,0,EN,,26-Mar-20,,
11447938058,45-54,0,9-Jun,EN,,26-Mar-20,,
11447945493,35-44,3,0,EN,,26-Mar-20,,
11447957698,55-64,4,0,EN,,26-Mar-20,,
11447961098,25-34,1,0,EN,,26-Mar-20,,
11447962108,55-64,0,0,EN,,26-Mar-20,,
11447983687,25-34,1,3,EN,,26-Mar-20,,
11447986172,25-34,1,0,EN,,26-Mar-20,,
11447992014,35-44,2,0,EN,,26-Mar-20,,
11448003836,18-24,4,1,EN,,26-Mar-20,,
11448005074,25-34,0,0,EN,,26-Mar-20,,
11448005763,55-64,2,0,EN,,26-Mar-20,,
11448006084,25-34,1,0,EN,,26-Mar-20,,
11448007268,35-44,5 or more,10 or more,EN,,26-Mar-20,,
11448013978,45-54,1,0,EN,,26-Mar-20,,
11448019358,18-24,4,0,EN,,26-Mar-20,,
11448024345,35-44,1,0,EN,,26-Mar-20,,
